areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,IL187,"Warren County, Illinois",348100,"Indianapolis, IN",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,12000,NA,NA,NA,NA,11412
