hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Ap,NA,A,NA,NA,0,0,0,25,36,61,NA,36,NA,0,0,0,0,0,0,100,100,100,96,100,100,91,99,100,84,93,99,0,8,15,0,0.1,1,0,0.7,2,0,1.9,5,0,3.4,8,0,1.9,5,50,61,73,NA,23,NA,NA,38,NA,27,31,35,0,0,0,3.5,5.5,7,NA,NA,NA,1.2,1.3,1.42,NA,NA,NA,1.32,1.42,1.46,NA,4.23,9.17,14.11,0.15,0.18,0.21,NA,NA,NA,27,34.3,36.1,17.7,22.4,26,40,45,49,2.4,3.1,3.9,44,51,58,18,21,24,16,23,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,2,20,30,37,NA,NA,NA,15.5,28.3,40,5.6,6.7,7.4,5.3,6.4,7.1,NA,NA,NA,NA,NA,NA,3.1,6.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501924,51132049
Btg,NA,B,NA,NA,25,36,61,102,104,152,NA,68,NA,0,0,0,0,0,0,100,100,100,96,100,100,89,98,100,82,93,100,0,8,15,0,0.2,1,0,0.9,2,0,1.8,5,0,3.3,8,0,1.8,5,50,61,78,NA,24,NA,NA,37,NA,22,31,35,0,0,0,0.5,1.2,2.7,NA,NA,NA,1.2,1.33,1.5,NA,NA,NA,1.39,1.52,1.6,NA,4.23,9.17,14.11,0.14,0.17,0.2,NA,NA,NA,25.5,31.7,33.9,12.1,17.9,21.7,39,47,51,2.7,4.5,5.5,33,43,50,15,22,25,11,21,29,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,18,25,29.5,NA,NA,NA,15.5,24.1,30,5.6,6.7,7.4,5.3,6.4,7.1,NA,NA,NA,NA,NA,NA,1.6,4.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501924,51132050
2Btg,2,B,NA,NA,102,104,152,112,119,165,NA,15,NA,0,0,0,0,0,1,95,98,100,89,95,100,74,89,100,49,67,87,15,35,55,0,0.4,3,0,3,5,3,8,20,5,14,25,1,9.6,20,12,41,70,NA,14,NA,NA,27,NA,15,24,33,0,0,1,0.2,0.3,0.5,NA,NA,NA,1.3,1.43,1.59,NA,NA,NA,1.44,1.57,1.7,NA,4.23,9.17,14.11,0.11,0.14,0.17,NA,NA,NA,23,28.4,32.6,8.2,13.8,19.5,35,42,48,1.2,3,4.7,25,35,44,9,16,23,1,8,20,0.37,0.37,0,0,10,0,0,0,0,0,0,0,0,2,10,19.5,25.5,NA,NA,NA,7.4,19.4,64.5,6.1,7.2,8,5.8,6.9,7.7,NA,NA,NA,NA,NA,NA,0,2.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501924,51132051
2Cg,2,C,NA,NA,112,119,165,152,152,200,NA,33,NA,0,0,0,0,1,4,95,98,100,81,93,98,63,81,97,39,53,67,20,48,65,0,3.2,7,0,6.6,12,3,11.9,25,5,16.9,30,2,9.4,20,3,31,53,NA,10,NA,NA,21,NA,12,21,32,0,1,2,0,0.1,0.4,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.56,1.66,1.76,NA,4.23,11.64,14.11,0.1,0.13,0.16,NA,NA,NA,15,21.6,27.3,6.7,13.1,21.1,31,37,42,0.8,2.2,4.2,22,31,42,6,14,23,0,1,6,0.32,0.32,0,10,30,0,0,0,0,0,0,0,0,2,8.5,15.5,23,NA,NA,NA,8,54.2,62,6.8,7.5,8.4,6.5,7.2,8.1,NA,NA,NA,NA,NA,NA,0,1.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501924,51132052
Ap,NA,A,NA,NA,0,0,0,33,44,51,NA,44,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,95,98,100,1,3,7,0,0,1,0.1,0.2,1,0.1,0.5,1.5,0.1,1,2.5,1,1.3,3,69,71,79,NA,NA,NA,NA,NA,NA,20,26,30,0,0,0,2.5,4.5,10,NA,NA,NA,1.1,1.2,1.36,NA,NA,NA,1.25,1.35,1.41,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,27.8,31.3,35.6,12.4,17.3,25,43,49,53,2.7,3.9,5.4,36,46,61,13,18,20,13,21,28,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,19,25,33.5,NA,NA,NA,14.4,24.2,33.5,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.3,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501925,51132053
Bt,NA,B,NA,NA,33,44,51,51,75,91,NA,31,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,1,3,7,0,0,1,0.1,0.2,1,0.1,0.5,1.5,0.5,1,2.5,1,1.3,3,62,65,74,NA,NA,NA,NA,NA,NA,25,32,37,0,0,0,0.65,1.25,2.75,NA,NA,NA,1.3,1.37,1.45,NA,NA,NA,1.49,1.56,1.62,NA,4.23,9.17,14.11,0.18,0.19,0.21,NA,NA,NA,29.4,32.4,34.8,14.5,19,23.5,42,45,48,3.2,4.5,5.8,36,44,52,17,22,26,16,23,30,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,20,24.5,30,NA,NA,NA,16.9,23.4,29.5,5.2,6.2,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,6.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501925,51132054
Btg,NA,B,NA,NA,51,75,91,102,125,142,NA,50,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,95,98,100,1,3,7,0,0,1,0.1,0.2,1,0.1,0.5,1.5,0.5,1,2.5,1,1.3,3,63,66,74,NA,NA,NA,NA,NA,NA,25,31,36,0,0,0,0.3,0.6,0.9,NA,NA,NA,1.35,1.4,1.45,NA,NA,NA,1.55,1.6,1.65,NA,4.23,9.17,14.11,0.18,0.19,0.2,NA,NA,NA,29.3,31.8,33.6,14.4,18.1,21.2,43,44,46,3.2,4.5,5.7,36,42,48,17,22,26,16,23,29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,1,2,20,25.5,30,NA,NA,NA,16.8,24,29,5.3,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501925,51132055
BCg,NA,BC,NA,NA,102,125,142,145,146,163,NA,21,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,1,3,7,0,0,1,0.1,0.2,1,0.1,0.5,1.5,0.5,1,2.5,1,1.3,3,65,70,77,NA,NA,NA,NA,NA,NA,21,27,31,0,0,0,0.24,0.3,0.46,NA,NA,NA,1.35,1.36,1.4,NA,NA,NA,1.51,1.52,1.54,NA,4.23,9.17,14.11,0.18,0.19,0.2,NA,NA,NA,27.3,29.8,31.4,11.7,15.1,17.4,45,46,46,2.8,3.7,4.3,32,38,42,14,19,22,12,19,23,0.49,0.49,0,0,0,0,0,0,0,0,0,0,1,2,19.5,21.8,24,NA,NA,NA,18.3,21.2,23.8,6,6.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,5.8,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501925,51132056
Cg,NA,C,NA,NA,145,146,163,200,200,200,NA,54,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,92,98,100,1,3,7,0,0,1,0.1,0.2,1,0.1,0.5,1.5,0.5,1,2.5,1,1.3,3,69,75,87,NA,NA,NA,NA,NA,NA,12,22,28,0,0,0,0.08,0.15,0.2,NA,NA,NA,1.4,1.43,1.45,NA,NA,NA,1.51,1.54,1.59,NA,4.23,9.17,14.11,0.18,0.19,0.2,NA,NA,NA,22.7,28.1,30.6,7,12.8,16.3,43,44,45,1.4,2.5,3.7,23,32,38,7,14,19,4,13,20,0.49,0.49,0,0,20,0,0,0,0,0,0,0,1,2,13.3,16,21.3,NA,NA,NA,11.8,15.9,60.3,6.2,7.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501925,51132057
Ap,NA,A,NA,NA,0,0,0,18,23,23,NA,23,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,99,100,93,97,100,0,4,7,0,0.3,1,0,0.4,1,0,0.4,1,0,1.2,3,0,1.7,3,66,73,74,NA,NA,NA,NA,NA,NA,19,23,27,0,0,0,2,2.5,3,NA,NA,NA,1.25,1.35,1.45,NA,NA,NA,1.37,1.47,1.5,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,28.1,30.1,31.8,12.8,15.5,18.2,41,45,49,2.1,2.8,3.5,32,38,43,11,16,19,10,16,21,0.43,0.43,0,0,0,0,0,0,0,0,0,0,1,2,16.2,19.3,22.2,NA,NA,NA,14.2,17.4,22.1,5.6,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501926,51132058
