cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17501924,22382,FOR - Black Walnut Suitability Index (MO),1,22314,BW: wetness,1,0,"Watertable: < 6""",0,"Watertable: < 6""",0,"Watertable: < 6""",0,"Watertable: < 6""",0,0,0,1563541499
17501924,22382,FOR - Black Walnut Suitability Index (MO),2,22309,BW: flood frequency,1,0,Flood Freq: None/Rare,0,Flood Freq: None/Rare,0,Flood Freq: None/Rare,0,Flood Freq: None/Rare,0,0,0,1563541500
17501924,22382,FOR - Black Walnut Suitability Index (MO),3,22312,BW: landform,1,0,Landform: Not rated,0,Landform: Not rated,0,Landform: Not rated,0,Landform: Not rated,0,0,0,1563541501
17501924,22382,FOR - Black Walnut Suitability Index (MO),4,22311,BW: historic veg,1,0,Native Veg: Prairie in uplands,0,Native Veg: Prairie in uplands,0,Native Veg: Prairie in uplands,0,Native Veg: Prairie in uplands,0,0,0,1563541502
17501924,22382,FOR - Black Walnut Suitability Index (MO),5,22304,BW: awc,1,0.809,"Available water capacity: 8-12""",0.809,"Available water capacity: 8-12""",0.809,"Available water capacity: 8-12""",0.809,"Available water capacity: 8-12""",0,0,0,1563541503
17501924,52252,FOR - White Oak Suitability (MO),0,52252,FOR - White Oak Suitability (MO),0,0,Not Rated,0,Not Rated,0,Not Rated,0,Not Rated,0,0,0,1563541504
17501924,52252,FOR - White Oak Suitability (MO),1,52249,White Oak Water Table,1,0,Water Table < 60 cm,0,Water Table < 60 cm,0,Water Table < 60 cm,0,Water Table < 60 cm,0,0,0,1563541505
17501924,52252,FOR - White Oak Suitability (MO),2,52244,White Oak AWC,1,0.736,AWC 35 cm - 15 cm,0.736,AWC 35 cm - 15 cm,0.736,AWC 35 cm - 15 cm,0.736,AWC 35 cm - 15 cm,0,0,0,1563541506
17501924,52252,FOR - White Oak Suitability (MO),3,52245,White Oak Flooding Duration,1,0.75,"None, ext. brief, very brief",0.75,"None, ext. brief, very brief",0.75,"None, ext. brief, very brief",0.75,"None, ext. brief, very brief",0,0,0,1563541507
17501924,52252,FOR - White Oak Suitability (MO),4,52248,White Oak Soil Reaction,1,0.998,Ph = 5.5 to 6.5,0.998,Ph = 5.5 to 6.5,0.998,Ph = 5.5 to 6.5,0.998,Ph = 5.5 to 6.5,0,0,0,1563541508
17501924,26942,WMS - Sprinkler Irrigation RDC (IL),0,26942,WMS - Sprinkler Irrigation RDC (IL),0,1,Limitations,1,Limitations,1,Limitations,1,Limitations,0,0,0,1563541509
17501924,26942,WMS - Sprinkler Irrigation RDC (IL),1,12212,"Ponding, any (use to be copied 1027, >4hr) - MO2",1,1,Ponded,1,Ponded,1,Ponded,1,Ponded,0,0,0,1563541510
17501924,26942,WMS - Sprinkler Irrigation RDC (IL),2,12524,"Wetness - either, growing season, 60-90cm - MO2",1,1,"Saturation < 24"" depth during growing season",1,"Saturation < 24"" depth during growing season",1,"Saturation < 24"" depth during growing season",1,"Saturation < 24"" depth during growing season",0,0,0,1563541511
17501924,24388,AWM - Irrigation Disposal of Wastewater,0,24388,AWM - Irrigation Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541512
17501924,24388,AWM - Irrigation Disposal of Wastewater,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541513
17501924,24388,AWM - Irrigation Disposal of Wastewater,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541514
17501924,235,AWM - Land Application of Municipal Sewage Sludge,0,235,AWM - Land Application of Municipal Sewage Sludge,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541515
17501924,235,AWM - Land Application of Municipal Sewage Sludge,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541516
17501924,235,AWM - Land Application of Municipal Sewage Sludge,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541517
17501924,205,AWM - Manure and Food Processing Waste,0,205,AWM - Manure and Food Processing Waste,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541518
17501924,205,AWM - Manure and Food Processing Waste,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541519
17501924,205,AWM - Manure and Food Processing Waste,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541520
17501924,205,AWM - Manure and Food Processing Waste,3,10270,Intake Rate,1,0.7,Leaching,0.7,Leaching,0.7,Leaching,0.7,Leaching,0,0,0,1563541521
17501924,258,AWM - Overland Flow Process Treatment of Wastewater,0,258,AWM - Overland Flow Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541522
17501924,258,AWM - Overland Flow Process Treatment of Wastewater,1,255,Seepage Limitation (1 - 4 um/sec) Surface Layer,1,1,Seepage,1,Seepage,1,Seepage,1,Seepage,0,0,0,1563541523
17501924,258,AWM - Overland Flow Process Treatment of Wastewater,2,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541524
17501924,258,AWM - Overland Flow Process Treatment of Wastewater,3,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541525
17501924,258,AWM - Overland Flow Process Treatment of Wastewater,4,10209,Slope < 1% surface,1,0,No slope limitation,0.5,Too level,0.5,Too level,1,Too level,0,0,0,1563541526
17501924,238,AWM - Rapid Infiltration Disposal of Wastewater,0,238,AWM - Rapid Infiltration Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541527
17501924,238,AWM - Rapid Infiltration Disposal of Wastewater,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541528
17501924,238,AWM - Rapid Infiltration Disposal of Wastewater,2,290,"Wet, Ground Water Within 180 cm of the Surface",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541529
17501924,238,AWM - Rapid Infiltration Disposal of Wastewater,3,289,Percolation (10 - 40 um/sec) 0 to 60 Inches,1,0.961,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1563541530
17501924,254,AWM - Slow Rate Process Treatment of Wastewater,0,254,AWM - Slow Rate Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541531
17501924,254,AWM - Slow Rate Process Treatment of Wastewater,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541532
17501924,254,AWM - Slow Rate Process Treatment of Wastewater,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541533
17501924,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1563541534
17501924,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541535
17501924,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541536
17501924,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",3,20200,Water Gathering Surface,1,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0,0,0,1563541537
17501924,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1563541538
17501924,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541539
17501924,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",2,63039,Ground Water Within 91 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541540
17501924,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",3,20200,Water Gathering Surface,1,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0,0,0,1563541541
17501924,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541542
17501924,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541543
17501924,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541544
17501924,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",3,20200,Water Gathering Surface,1,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0,0,0,1563541545
17501924,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541546
17501924,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541547
17501924,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541548
17501924,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",3,20200,Water Gathering Surface,1,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0,0,0,1563541549
17501924,20799,DHS - Potential for Radioactive Bioaccumulation,0,20799,DHS - Potential for Radioactive Bioaccumulation,0,0,Very low bioaccumulation potential,0,Very low bioaccumulation potential,0,Very low bioaccumulation potential,0,Very low bioaccumulation potential,0,0,0,1563541550
17501924,20799,DHS - Potential for Radioactive Bioaccumulation,1,20866,Bioaccumulation Sorption,1,0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,0,0,1563541551
17501924,20799,DHS - Potential for Radioactive Bioaccumulation,2,20818,Bioaccumulation Material Gain Potential,1,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,0,0,1563541552
17501924,20791,DHS - Potential for Radioactive Sequestration,0,20791,DHS - Potential for Radioactive Sequestration,0,1,High sequestration potential,0.994,High sequestration potential,0.994,High sequestration potential,1,High sequestration potential,0,0,0,1563541553
17501924,20791,DHS - Potential for Radioactive Sequestration,1,20793,Sequestration Organic Surface,1,0.734,Sequestration due to fertility effects,0.994,Sequestration due to fertility effects,0.994,Sequestration due to fertility effects,1,Sequestration due to fertility effects,0,0,0,1563541554
17501924,20791,DHS - Potential for Radioactive Sequestration,2,20814,Sequestration Clay Content,1,1,Adsorption by clay,0.988,Adsorption by clay,0.988,Adsorption by clay,0.467,Adsorption by clay,0,0,0,1563541555
17501924,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,1,Severely limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1563541556
17501924,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541557
17501924,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541558
17501924,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",3,20200,Water Gathering Surface,1,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0,0,0,1563541559
17501924,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",4,23660,Dust PM10 and PM2.5 Generation,1,0.078,Dusty,0.078,Dusty,0.078,Dusty,0.078,Dusty,0,0,0,1563541560
17501924,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",5,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1563541561
17501924,20468,DHS - Site for Composting Facility - Subsurface,0,20468,DHS - Site for Composting Facility - Subsurface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541562
17501924,20468,DHS - Site for Composting Facility - Subsurface,1,20465,Depth to Saturation (100-200cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541563
17501924,20468,DHS - Site for Composting Facility - Subsurface,2,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541564
17501924,20468,DHS - Site for Composting Facility - Subsurface,3,20200,Water Gathering Surface,1,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0.333,Water gathering surface,0,0,0,1563541565
17501924,20468,DHS - Site for Composting Facility - Subsurface,4,20487,Precipitation,1,0.034,Low precipitation,0.058,Low precipitation,0.058,Low precipitation,0.088,Low precipitation,0,0,0,1563541566
17501924,20468,DHS - Site for Composting Facility - Subsurface,5,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1563541567
17501924,20461,DHS - Site for Composting Facility - Surface,0,20461,DHS - Site for Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541568
17501924,20461,DHS - Site for Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1563541569
17501924,20461,DHS - Site for Composting Facility - Surface,2,20465,Depth to Saturation (100-200cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1563541570
17501924,20461,DHS - Site for Composting Facility - Surface,3,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541571
17501924,20461,DHS - Site for Composting Facility - Surface,4,20487,Precipitation,1,0.034,Low precipitation,0.058,Low precipitation,0.058,Low precipitation,0.088,Low precipitation,0,0,0,1563541572
17501924,20382,DHS - Suitability for Clay Liner Material,0,20382,DHS - Suitability for Clay Liner Material,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1563541573
17501924,20382,DHS - Suitability for Clay Liner Material,1,20388,Depth to Saturation,1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1563541574
17501924,20382,DHS - Suitability for Clay Liner Material,2,20432,"Ponding Limitation, Suitability",1,0,Ponding,0,Ponding,0,Ponding,0,Ponding,0,0,0,1563541575
17501924,20382,DHS - Suitability for Clay Liner Material,3,20506,Hard to Pack Subrule,1,0,Hard to pack,0.055,Hard to pack,0.055,Hard to pack,0.472,Hard to pack,0,0,0,1563541576
17501924,20382,DHS - Suitability for Clay Liner Material,4,20446,Area Reclaim Subrule,1,0.5,Area reclaim difficulty,0.98,Area reclaim difficulty,0.98,Area reclaim difficulty,0.993,Area reclaim difficulty,0,0,0,1563541577
17501924,20382,DHS - Suitability for Clay Liner Material,5,20394,"Rock Fragments >75mm 30 to 200 cm, Max",1,0.884,Large stones favorable,0.994,Large stones favorable,0.994,Large stones favorable,1,Large stones favorable,0,0,0,1563541578
17501924,20472,DHS - Suitability for Composting Medium and Final Cover,0,20472,DHS - Suitability for Composting Medium and Final Cover,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1563541579
17501924,20472,DHS - Suitability for Composting Medium and Final Cover,1,10344,"Wet, Ground Water Near the Surface (30 - 90cm)",1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1563541580
17501924,20472,DHS - Suitability for Composting Medium and Final Cover,2,20474,Clay and OM Content WTD_AVG to 100cm,1,0.87,Clay content,0.977,Clay content,0.977,Clay content,0.98,Clay content,0,0,0,1563541581
17501924,10324,ENG - Construction Materials; Gravel Source,0,10324,ENG - Construction Materials; Gravel Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1563541582
17501924,10324,ENG - Construction Materials; Gravel Source,1,22954,"Gravel Bottom Layer, Cemented",1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1563541583
17501924,10324,ENG - Construction Materials; Gravel Source,2,22955,"Gravel Thickest Layer, Cemented",1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1563541584
17501924,10514,ENG - Construction Materials; Reclamation,0,10514,ENG - Construction Materials; Reclamation,0,0.32,Fair,0.98,Fair,0.98,Fair,0.993,Fair,0,0,0,1563541585
17501924,10514,ENG - Construction Materials; Reclamation,1,20945,"Clay Content Thickest Layer to 40 inches, revised",1,0.5,Too clayey,0.98,Too clayey,0.98,Too clayey,1,Too clayey,0,0,0,1563541586
17501924,10514,ENG - Construction Materials; Reclamation,2,10368,Erodibility Factor Maximum,1,0.993,Water erosion,0.993,Water erosion,0.993,Water erosion,0.993,Water erosion,0,0,0,1563541587
17501924,10028,ENG - Construction Materials; Roadfill,0,10028,ENG - Construction Materials; Roadfill,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1563541588
17501924,10028,ENG - Construction Materials; Roadfill,1,10344,"Wet, Ground Water Near the Surface (30 - 90cm)",1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1563541589
17501924,10028,ENG - Construction Materials; Roadfill,2,10029,Low Strength (AASHTO GIN in depth or Restriction),1,0,Low strength,0,Low strength,0,Low strength,0,Low strength,0,0,0,1563541590
17501924,10028,ENG - Construction Materials; Roadfill,3,23779,"Dust PM10 and PM2.5 Generation, Suitability",1,0.793,Dusty,0.793,Dusty,0.793,Dusty,0.793,Dusty,0,0,0,1563541591
17501924,10028,ENG - Construction Materials; Roadfill,4,10511,Low Shrink-Swell (25 to 150cm or Restrictive Layer) Wt_Ave,1,0.789,Shrink-swell,0.978,Shrink-swell,0.978,Shrink-swell,1,No shrink-swell limitation,0,0,0,1563541592
17501924,10332,ENG - Construction Materials; Sand Source,0,10332,ENG - Construction Materials; Sand Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1563541593
17501924,10332,ENG - Construction Materials; Sand Source,1,23704,Sand Bottom Layer (revised),1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1563541594
17501924,10332,ENG - Construction Materials; Sand Source,2,21969,Sand Thickest Layer (revised),1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1563541595
17501924,10345,ENG - Construction Materials; Topsoil,0,10345,ENG - Construction Materials; Topsoil,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1563541596
17501924,10345,ENG - Construction Materials; Topsoil,1,10344,"Wet, Ground Water Near the Surface (30 - 90cm)",1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1563541597
17501924,10345,ENG - Construction Materials; Topsoil,2,20948,"Clay and OM Content Thickest Layer to 40 inches, revised",1,0.5,Too clayey,0.977,Too clayey,0.977,Too clayey,1,Not too clayey,0,0,0,1563541598
17501924,989,ENG - Daily Cover for Landfill,0,989,ENG - Daily Cover for Landfill,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541599
17501924,989,ENG - Daily Cover for Landfill,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541600
17501924,989,ENG - Daily Cover for Landfill,2,991,"Wet, Ground Water Near the Surface (45 - 100cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541601
17501924,989,ENG - Daily Cover for Landfill,3,23660,Dust PM10 and PM2.5 Generation,1,0.078,Dusty,0.078,Dusty,0.078,Dusty,0.078,Dusty,0,0,0,1563541602
17501924,989,ENG - Daily Cover for Landfill,4,37191,"Clay Content 25 to 180cm, Weighted Average",1,0,Not clay textured,0.002,Too clayey,0.002,Too clayey,0.301,Too clayey,0,0,0,1563541603
17501924,340,ENG - Dwellings W/O Basements,0,340,ENG - Dwellings W/O Basements,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541604
17501924,340,ENG - Dwellings W/O Basements,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541605
17501924,340,ENG - Dwellings W/O Basements,2,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541606
17501924,340,ENG - Dwellings W/O Basements,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.37,Shrink-swell,0.37,Shrink-swell,0.37,Shrink-swell,0.37,Shrink-swell,0,0,0,1563541607
17501924,393,ENG - Dwellings With Basements,0,393,ENG - Dwellings With Basements,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541608
17501924,393,ENG - Dwellings With Basements,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541609
17501924,393,ENG - Dwellings With Basements,2,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541610
17501924,393,ENG - Dwellings With Basements,3,23807,"Shrink-Swell (LEP WTD_AVG Above Bedrock or 60"") (revised)",1,0.087,Shrink-swell,0.087,Shrink-swell,0.087,Shrink-swell,0.087,Shrink-swell,0,0,0,1563541611
17501924,402,"ENG - Lawn, Landscape, Golf Fairway",0,402,"ENG - Lawn, Landscape, Golf Fairway",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541612
17501924,402,"ENG - Lawn, Landscape, Golf Fairway",1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541613
17501924,402,"ENG - Lawn, Landscape, Golf Fairway",2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541614
17501924,402,"ENG - Lawn, Landscape, Golf Fairway",3,23660,Dust PM10 and PM2.5 Generation,1,0.078,Dusty,0.078,Dusty,0.078,Dusty,0.078,Dusty,0,0,0,1563541615
17501924,398,ENG - Local Roads and Streets,0,398,ENG - Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541616
17501924,398,ENG - Local Roads and Streets,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1563541617
17501924,398,ENG - Local Roads and Streets,2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1563541618
17501924,398,ENG - Local Roads and Streets,3,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1563541619
17501924,398,ENG - Local Roads and Streets,4,25890,Strength (AASHTO Group Index Weighted Average (25-100cm)),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1563541620
17501924,398,ENG - Local Roads and Streets,5,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.37,Shrink-swell,0.37,Shrink-swell,0.37,Shrink-swell,0.37,Shrink-swell,0,0,0,1563541621
17501924,979,ENG - Sanitary Landfill (Area),0,979,ENG - Sanitary Landfill (Area),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1563541622
