recdate,mapunittextkind,textcat,textsubcat,text,mukey,mutextkey
04/14/2015 00:00:00,Correlation notes,,,MLRA map unit added to the legend as part of the SDJR Initiative.,244911,1972442
03/26/2015 00:00:00,Correlation notes,built or copied from,,"Copied dmu 142698 to create dmu 713789.  Will edit to represent the Muscatune silt loam, 0 to 2 percent slopes in MLRA's 95B, 105, 108A, 108B, 110, 114B, and 115C, for SDJR.
RT 03-26-15",244911,1972443
12/10/2013 00:00:00,Correlation notes,built or copied from,,"Copied Sable component from dmu 155134, added to new dmu 700463.  Will edit to represent the Sable silty clay loam, 0 to 2 percent slopes, in MLRA's 108B and 115C, for SDJR.
RT 12/10/2013",244915,1972448
01/23/2014 00:00:00,Correlation notes,,,MLRA mapunit added to the legend as part of the SDJR Initiative.,244915,1972449
11/06/2013 00:00:00,Correlation notes,built or copied from,,"Copied Osco component from dmu 141764, added to new dmu 700438.  Will edit to represent the Osco silt loam, 2 to 5 percent slopes, in MLRA 95B, 105, 108A, 108B, 114B, and 115C, for SDJR.
RT 11/6/2013",244917,1972451
