areaovacres,lareaovkey,mukey,muareaovkey
4396,399999,606812,23709302
4396,400001,606812,23709303
4396,400002,606812,23709301
4396,400003,606812,23709300
5746,399999,608057,23709082
5746,400001,608057,23709083
5746,400002,608057,23709081
5746,400003,608057,23709080
