structgrade,structsize,structtype,structid,structpartsto,chstructgrpkey,chstructkey
Moderate,Medium,Subangular blocky,NA,NA,27226555,33286451
Weak,Medium,Platy,NA,NA,27226557,33286453
Weak,Medium,Subangular blocky,NA,NA,27226554,33286450
Moderate,Very coarse,Prismatic,NA,NA,27226556,33286452
Weak,Fine,Granular,NA,NA,27226745,33286654
Weak,Medium,Subangular blocky,NA,NA,27226808,33286717
Weak,Medium,Subangular blocky,NA,NA,27226746,33286655
