hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
H5,NA,H,NA,5,NA,155,NA,NA,203,NA,NA,48,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,93,98,100,1,3,30,NA,0,NA,NA,0,NA,NA,0.1,NA,NA,0.8,NA,NA,2.1,NA,43,72,79,NA,NA,NA,NA,NA,NA,20,25,27,NA,NA,NA,0,0.1,0.2,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.57,1.67,1.74,NA,0.42,0.92,1.41,0.1,0.15,0.2,NA,NA,NA,24.2,30.5,31.5,12.8,16.1,17.6,34,38,41,0,1.5,2.9,30,35,40,7,10,15,6,11,17,0.43,0.43,0,0,0,0,0,0,0,2,4,0,0,0,10,15,20,7,11,15,NA,NA,NA,4.1,4.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489279,51091950
H1,NA,H,NA,1,NA,0,NA,NA,28,NA,NA,28,NA,0,0,0,0,0,0,100,100,100,100,100,100,93,100,100,91,98,100,0,3,5,NA,0,NA,NA,0.1,NA,NA,0.2,NA,NA,0.9,NA,NA,1.8,NA,70,78,80,NA,NA,NA,NA,NA,NA,12,19,25,NA,NA,NA,1,1.75,3,NA,NA,NA,1.1,1.25,1.4,NA,NA,NA,1.16,1.31,1.46,NA,4.23,9.17,14.11,0.2,0.22,0.25,NA,NA,NA,16.9,27.1,30.3,7.2,11.5,15.9,44,49,55,0,1.5,2.9,30,35,40,7,10,15,6,11,17,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,7,11,15,NA,NA,NA,4.1,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489279,51091951
H2,NA,H,NA,2,NA,28,NA,NA,61,NA,NA,33,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,93,98,100,0,3,5,NA,0,NA,NA,0,NA,NA,0.1,NA,NA,0.8,NA,NA,2.1,NA,65,72,80,NA,NA,NA,NA,NA,NA,20,25,30,NA,NA,NA,0.1,0.3,0.5,NA,NA,NA,1.3,1.45,1.6,NA,NA,NA,1.37,1.52,1.67,NA,4.23,9.17,14.11,0.1,0.15,0.2,NA,NA,NA,23.4,29.7,31.7,11.7,14.9,18,37,43,48,0,1.5,2.9,30,37.5,45,10,15,20,8,15,23,0.37,0.37,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,10,14,18,NA,NA,NA,4.1,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489279,51091952
H3,NA,H,NA,3,NA,61,NA,NA,97,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,93,98,100,0,3,5,NA,0.2,NA,NA,0.2,NA,NA,0.4,NA,NA,0.9,NA,NA,1.3,NA,60,67,75,NA,NA,NA,NA,NA,NA,25,30,35,NA,NA,NA,0,0.1,0.2,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.73,1.83,1.9,NA,1.41,2.82,4.23,0.1,0.15,0.2,NA,NA,NA,26.9,32.5,34.4,16,19.3,22.7,34,38,41,3,4.5,5.9,35,42.5,50,10,17.5,25,10,19,29,0.37,0.37,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,11,15,20,NA,NA,NA,4.1,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489279,51091953
H4,NA,H,NA,4,NA,97,NA,NA,155,NA,NA,58,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,100,100,92,98,100,1,3,18,NA,0,NA,NA,0,NA,NA,0.1,NA,NA,0.8,NA,NA,2.1,NA,62,71,79,NA,NA,NA,NA,NA,NA,20,26,32,NA,NA,NA,0,0.1,0.2,NA,NA,NA,1.55,1.68,1.8,NA,NA,NA,1.63,1.76,1.83,NA,0.07,0.21,0.42,0.05,0.07,0.1,NA,NA,NA,24,31.5,33.9,13.4,17.6,21.8,30,35,39,0,1.5,2.9,30,37.5,45,10,15,20,8,15,23,0.37,0.37,0,0,0,0,0,0,0,1,2,0,0,0,NA,NA,NA,10,14,18,NA,NA,NA,4.1,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489279,51091954
H5,NA,H,NA,5,NA,142,NA,NA,203,NA,NA,61,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,93,98,100,1,3,30,NA,0,NA,NA,0,NA,NA,0.1,NA,NA,0.8,NA,NA,2.1,NA,43,72,79,NA,NA,NA,NA,NA,NA,20,25,27,NA,NA,NA,0,0.1,0.2,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.57,1.67,1.74,NA,0.42,0.92,1.41,0.1,0.15,0.2,NA,NA,NA,24.2,30.5,31.5,12.8,16.1,17.6,34,38,41,0,1.5,2.9,30,35,40,7,10,15,6,11,17,0.43,0.43,0,0,0,0,0,0,0,2,4,0,0,0,10,15,20,7,11,15,NA,NA,NA,4.1,4.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489280,51091955
H1,NA,H,NA,1,NA,0,NA,NA,8,NA,NA,8,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,100,100,92,98,100,0,3,5,NA,0,NA,NA,0.1,NA,NA,0.2,NA,NA,0.9,NA,NA,1.8,NA,60,71,80,NA,NA,NA,NA,NA,NA,20,26,35,NA,NA,NA,0.5,1,2,NA,NA,NA,1.1,1.25,1.4,NA,NA,NA,1.16,1.31,1.46,NA,4.23,9.17,14.11,0.2,0.22,0.25,NA,NA,NA,21.8,29.1,32.7,10.6,14.1,19.6,44,50,55,0,1.5,2.9,30,35,40,7,10,15,6,11,17,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,7,11,15,NA,NA,NA,4.1,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489280,51091956
H2,NA,H,NA,2,NA,8,NA,NA,48,NA,NA,40,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,93,98,100,0,3,5,NA,0,NA,NA,0,NA,NA,0.1,NA,NA,0.8,NA,NA,2.1,NA,65,72,80,NA,NA,NA,NA,NA,NA,20,25,30,NA,NA,NA,0.1,0.3,0.5,NA,NA,NA,1.3,1.45,1.6,NA,NA,NA,1.37,1.52,1.67,NA,4.23,9.17,14.11,0.1,0.15,0.2,NA,NA,NA,23.4,29.7,31.7,11.7,14.9,18,37,43,48,0,1.5,2.9,30,37.5,45,10,15,20,8,15,23,0.37,0.37,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,10,14,18,NA,NA,NA,4.1,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489280,51091957
H3,NA,H,NA,3,NA,48,NA,NA,84,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,93,98,100,0,3,5,NA,0.2,NA,NA,0.2,NA,NA,0.4,NA,NA,0.9,NA,NA,1.3,NA,60,67,75,NA,NA,NA,NA,NA,NA,25,30,35,NA,NA,NA,0,0.1,0.2,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.73,1.83,1.9,NA,1.41,2.82,4.23,0.1,0.15,0.2,NA,NA,NA,26.9,32.5,34.4,16,19.3,22.7,34,38,41,3,4.5,5.9,35,42.5,50,10,17.5,25,10,19,29,0.37,0.37,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,11,15,20,NA,NA,NA,4.1,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489280,51091958
H4,NA,H,NA,4,NA,84,NA,NA,142,NA,NA,58,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,100,100,92,98,100,1,3,18,NA,0,NA,NA,0,NA,NA,0.1,NA,NA,0.8,NA,NA,2.1,NA,62,71,79,NA,NA,NA,NA,NA,NA,20,26,32,NA,NA,NA,0,0.1,0.2,NA,NA,NA,1.55,1.68,1.8,NA,NA,NA,1.63,1.76,1.83,NA,0.07,0.21,0.42,0.05,0.07,0.1,NA,NA,NA,24,31.5,33.9,13.4,17.6,21.8,30,35,39,0,1.5,2.9,30,37.5,45,10,15,20,8,15,23,0.37,0.37,0,0,0,0,0,0,0,1,2,0,0,0,NA,NA,NA,10,14,18,NA,NA,NA,4.1,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489280,51091959
