areaovacres,lareaovkey,mukey,muareaovkey
11469,399831,1145511,23694915
11469,399832,1145511,23694916
11469,399834,1145511,23694917
11831,399831,1145513,23694921
11831,399832,1145513,23694922
11831,399834,1145513,23694923
