site,year,crop,rotation,NR,sd_buac
Crawfordsville,2016,soybean,SC,40,6.61
Crawfordsville,2016,soybean,SC,80,13.32
Crawfordsville,2016,soybean,SC,120,2.7
Crawfordsville,2016,soybean,SC,160,8.56
Crawfordsville,2016,soybean,SC,200,10.97
Crawfordsville,2016,soybean,SC,240,10.86
Kanawha,2005,corn,CC,0,37.52
Kanawha,2005,corn,CC,40,29.5
Kanawha,2005,corn,CC,80,28.93
Kanawha,2005,corn,CC,120,25.32
Kanawha,2005,corn,CC,160,29.69
Kanawha,2005,corn,CC,200,26.67
Kanawha,2005,corn,CC,240,19.62
Kanawha,2005,corn,SC,0,26.02
Kanawha,2005,corn,SC,40,30.55
Kanawha,2005,corn,SC,80,26.27
Kanawha,2005,corn,SC,120,18.18
Kanawha,2005,corn,SC,160,33.45
Kanawha,2005,corn,SC,200,23.25
Kanawha,2005,corn,SC,240,24.13
Kanawha,2005,soybean,SC,0,3.06
Kanawha,2005,soybean,SC,40,2.03
Kanawha,2005,soybean,SC,80,3.28
Kanawha,2005,soybean,SC,120,1.52
Kanawha,2005,soybean,SC,160,4.25
Kanawha,2005,soybean,SC,200,2.77
Kanawha,2005,soybean,SC,240,2.93
Kanawha,2006,corn,CC,0,12.26
Kanawha,2006,corn,CC,40,5.78
Kanawha,2006,corn,CC,80,5.92
Kanawha,2006,corn,CC,120,5.34
Kanawha,2006,corn,CC,160,14.3
Kanawha,2006,corn,CC,200,2.61
Kanawha,2006,corn,CC,240,12.46
Kanawha,2006,corn,SC,0,2.64
Kanawha,2006,corn,SC,40,14.43
Kanawha,2006,corn,SC,80,3.95
Kanawha,2006,corn,SC,120,10.52
Kanawha,2006,corn,SC,160,1.66
Kanawha,2006,corn,SC,200,1.72
Kanawha,2006,corn,SC,240,3.9
Kanawha,2006,soybean,SC,0,1.81
Kanawha,2006,soybean,SC,40,3.4
Kanawha,2006,soybean,SC,80,2.08
Kanawha,2006,soybean,SC,120,2.35
Kanawha,2006,soybean,SC,160,3.97
Kanawha,2006,soybean,SC,200,4.04
Kanawha,2006,soybean,SC,240,3.89
Kanawha,2007,corn,CC,0,2.15
Kanawha,2007,corn,CC,40,6.29
Kanawha,2007,corn,CC,80,11.55
Kanawha,2007,corn,CC,120,6.68
Kanawha,2007,corn,CC,160,14.81
Kanawha,2007,corn,CC,200,22.84
Kanawha,2007,corn,CC,240,3.92
Kanawha,2007,corn,SC,0,21.15
Kanawha,2007,corn,SC,40,12.8
Kanawha,2007,corn,SC,80,12.73
Kanawha,2007,corn,SC,120,17.36
Kanawha,2007,corn,SC,160,15.19
Kanawha,2007,corn,SC,200,24.13
Kanawha,2007,corn,SC,240,19.83
Kanawha,2007,soybean,SC,0,2.46
Kanawha,2007,soybean,SC,40,3.94
Kanawha,2007,soybean,SC,80,5.49
Kanawha,2007,soybean,SC,120,4.03
Kanawha,2007,soybean,SC,160,5.1
Kanawha,2007,soybean,SC,200,12.65
Kanawha,2007,soybean,SC,240,6.5
Kanawha,2008,corn,CC,0,6.66
Kanawha,2008,corn,CC,40,8.31
Kanawha,2008,corn,CC,80,14.92
Kanawha,2008,corn,CC,120,19.77
Kanawha,2008,corn,CC,160,14.15
Kanawha,2008,corn,CC,200,8.33
Kanawha,2008,corn,CC,240,10.2
Kanawha,2008,corn,SC,0,8.78
Kanawha,2008,corn,SC,40,21.55
Kanawha,2008,corn,SC,80,9.98
Kanawha,2008,corn,SC,120,26.94
Kanawha,2008,corn,SC,160,16.05
Kanawha,2008,corn,SC,200,5.38
Kanawha,2008,corn,SC,240,12.7
Kanawha,2008,soybean,SC,0,3.94
Kanawha,2008,soybean,SC,40,4.3
Kanawha,2008,soybean,SC,80,6.7
Kanawha,2008,soybean,SC,120,4.9
Kanawha,2008,soybean,SC,160,5.63
Kanawha,2008,soybean,SC,200,5.94
Kanawha,2008,soybean,SC,240,6.12
Kanawha,2009,corn,CC,0,12.46
Kanawha,2009,corn,CC,40,11.56
Kanawha,2009,corn,CC,80,13.39
Kanawha,2009,corn,CC,120,11.78
Kanawha,2009,corn,CC,160,7.83
Kanawha,2009,corn,CC,200,6.01
Kanawha,2009,corn,CC,240,7.97
Kanawha,2009,corn,SC,0,16.38
Kanawha,2009,corn,SC,40,5
Kanawha,2009,corn,SC,80,10.04
Kanawha,2009,corn,SC,120,13.66
Kanawha,2009,corn,SC,160,27.93
Kanawha,2009,corn,SC,200,13.1
Kanawha,2009,corn,SC,240,10.37
Kanawha,2009,soybean,SC,0,6.23
Kanawha,2009,soybean,SC,40,5.4
Kanawha,2009,soybean,SC,80,5.2
Kanawha,2009,soybean,SC,120,4.46
Kanawha,2009,soybean,SC,160,2.52
Kanawha,2009,soybean,SC,200,4.11
Kanawha,2009,soybean,SC,240,1.62
Kanawha,2010,corn,CC,0,6.98
Kanawha,2010,corn,CC,40,8.5
Kanawha,2010,corn,CC,80,12.69
Kanawha,2010,corn,CC,120,6.04
Kanawha,2010,corn,CC,160,5.71
Kanawha,2010,corn,CC,200,14.69
Kanawha,2010,corn,CC,240,4.61
Kanawha,2010,corn,SC,0,15.57
Kanawha,2010,corn,SC,40,9.34
Kanawha,2010,corn,SC,80,13.92
Kanawha,2010,corn,SC,120,7.48
Kanawha,2010,corn,SC,160,5.86
Kanawha,2010,corn,SC,200,12.93
Kanawha,2010,corn,SC,240,10.54
Kanawha,2010,soybean,SC,0,2.96
Kanawha,2010,soybean,SC,40,2.94
Kanawha,2010,soybean,SC,80,2.55
Kanawha,2010,soybean,SC,120,1.63
Kanawha,2010,soybean,SC,160,2.72
Kanawha,2010,soybean,SC,200,2.05
Kanawha,2010,soybean,SC,240,1.91
Kanawha,2011,corn,CC,0,8.98
Kanawha,2011,corn,CC,40,6.98
Kanawha,2011,corn,CC,80,5.63
Kanawha,2011,corn,CC,120,17.11
Kanawha,2011,corn,CC,160,9.02
Kanawha,2011,corn,CC,200,4.87
Kanawha,2011,corn,CC,240,6.59
Kanawha,2011,corn,SC,0,18.77
Kanawha,2011,corn,SC,40,10.31
Kanawha,2011,corn,SC,80,10.49
Kanawha,2011,corn,SC,120,19.68
Kanawha,2011,corn,SC,160,15.4
Kanawha,2011,corn,SC,200,10.57
Kanawha,2011,corn,SC,240,5.39
Kanawha,2011,soybean,SC,0,4.92
Kanawha,2011,soybean,SC,40,5.07
Kanawha,2011,soybean,SC,80,6.78
Kanawha,2011,soybean,SC,120,1.18
Kanawha,2011,soybean,SC,160,3.38
Kanawha,2011,soybean,SC,200,3.99
Kanawha,2011,soybean,SC,240,3.62
Kanawha,2012,corn,CC,0,7.24
Kanawha,2012,corn,CC,40,23.23
Kanawha,2012,corn,CC,80,18.67
Kanawha,2012,corn,CC,120,10.31
Kanawha,2012,corn,CC,160,16.63
Kanawha,2012,corn,CC,200,12.03
Kanawha,2012,corn,CC,240,21.27
Kanawha,2012,corn,SC,0,7.77
Kanawha,2012,corn,SC,40,15.7
Kanawha,2012,corn,SC,80,16.99
Kanawha,2012,corn,SC,120,11.87
Kanawha,2012,corn,SC,160,13.9
Kanawha,2012,corn,SC,200,9.33
Kanawha,2012,corn,SC,240,25.81
Kanawha,2012,soybean,SC,0,5.58
Kanawha,2012,soybean,SC,40,6.37
Kanawha,2012,soybean,SC,80,3.94
Kanawha,2012,soybean,SC,120,3.38
Kanawha,2012,soybean,SC,160,3.31
Kanawha,2012,soybean,SC,200,6.99
Kanawha,2012,soybean,SC,240,4.1
Kanawha,2013,corn,CC,0,9.56
Kanawha,2013,corn,CC,40,21.68
Kanawha,2013,corn,CC,80,20.58
Kanawha,2013,corn,CC,120,8.02
Kanawha,2013,corn,CC,160,4.13
Kanawha,2013,corn,CC,200,3.51
Kanawha,2013,corn,CC,240,15.83
Kanawha,2013,corn,SC,0,9.73
Kanawha,2013,corn,SC,40,17.94
Kanawha,2013,corn,SC,80,16.23
Kanawha,2013,corn,SC,120,8.75
Kanawha,2013,corn,SC,160,8.61
Kanawha,2013,corn,SC,200,11
Kanawha,2013,corn,SC,240,10.97
Kanawha,2013,soybean,SC,0,2.06
Kanawha,2013,soybean,SC,40,2.45
Kanawha,2013,soybean,SC,80,5.86
Kanawha,2013,soybean,SC,120,5.43
Kanawha,2013,soybean,SC,160,7.84
Kanawha,2013,soybean,SC,200,1.1
Kanawha,2013,soybean,SC,240,3.34
Kanawha,2014,corn,CC,0,9.84
Kanawha,2014,corn,CC,40,8.23
Kanawha,2014,corn,CC,80,8.11
Kanawha,2014,corn,CC,120,10.25
Kanawha,2014,corn,CC,160,11.92
Kanawha,2014,corn,CC,200,27.7
Kanawha,2014,corn,CC,240,11.26
Kanawha,2014,corn,SC,0,24.46
Kanawha,2014,corn,SC,40,26.04
Kanawha,2014,corn,SC,80,24.82
Kanawha,2014,corn,SC,120,12.33
Kanawha,2014,corn,SC,160,18.34
Kanawha,2014,corn,SC,200,8.16
Kanawha,2014,corn,SC,240,7.67
Kanawha,2014,soybean,SC,0,1.83
Kanawha,2014,soybean,SC,40,1.35
Kanawha,2014,soybean,SC,80,2.06
Kanawha,2014,soybean,SC,120,3.59
Kanawha,2014,soybean,SC,160,4.3
Kanawha,2014,soybean,SC,200,3.14
Kanawha,2014,soybean,SC,240,6.19
Kanawha,2015,corn,CC,0,10.05
Kanawha,2015,corn,CC,40,16.51
Kanawha,2015,corn,CC,80,12.14
Kanawha,2015,corn,CC,120,23.41
Kanawha,2015,corn,CC,160,11.15
Kanawha,2015,corn,CC,200,21.78
Kanawha,2015,corn,CC,240,21.81
Kanawha,2015,corn,SC,0,27.86
Kanawha,2015,corn,SC,40,19.59
Kanawha,2015,corn,SC,80,17.29
Kanawha,2015,corn,SC,120,24.13
Kanawha,2015,corn,SC,160,20.23
Kanawha,2015,corn,SC,200,28.22
Kanawha,2015,corn,SC,240,22.07
Kanawha,2015,soybean,SC,0,0.74
Kanawha,2015,soybean,SC,40,2.55
Kanawha,2015,soybean,SC,80,2.59
Kanawha,2015,soybean,SC,120,2.75
Kanawha,2015,soybean,SC,160,1.75
Kanawha,2015,soybean,SC,200,3.23
Kanawha,2015,soybean,SC,240,2.09
Kanawha,2016,corn,CC,0,9.74
Kanawha,2016,corn,CC,40,9.39
Kanawha,2016,corn,CC,80,7.71
Kanawha,2016,corn,CC,120,6.09
Kanawha,2016,corn,CC,160,11.89
Kanawha,2016,corn,CC,200,6.43
Kanawha,2016,corn,CC,240,12.64
Kanawha,2016,corn,SC,0,13.8
Kanawha,2016,corn,SC,40,9.82
Kanawha,2016,corn,SC,80,14.99
Kanawha,2016,corn,SC,120,9.88
Kanawha,2016,corn,SC,160,5.15
Kanawha,2016,corn,SC,200,4.54
Kanawha,2016,corn,SC,240,9.56
Kanawha,2016,soybean,SC,0,1.61
Kanawha,2016,soybean,SC,40,2.48
Kanawha,2016,soybean,SC,80,1.8
Kanawha,2016,soybean,SC,120,1.42
Kanawha,2016,soybean,SC,160,2.27
Kanawha,2016,soybean,SC,200,1.98
Kanawha,2016,soybean,SC,240,1.64
Nashua,2005,corn,CC,0,32.34
Nashua,2005,corn,CC,40,41.6
Nashua,2005,corn,CC,80,41.84
Nashua,2005,corn,CC,120,38.69
Nashua,2005,corn,CC,160,17.66
Nashua,2005,corn,CC,200,13.37
Nashua,2005,corn,CC,240,16.89
Nashua,2005,corn,SC,0,33.37
Nashua,2005,corn,SC,40,40.2
Nashua,2005,corn,SC,80,46.08
Nashua,2005,corn,SC,120,37.02
Nashua,2005,corn,SC,160,30.32
Nashua,2005,corn,SC,200,19.59
Nashua,2005,corn,SC,240,24.89
Nashua,2006,corn,CC,0,7.09
Nashua,2006,corn,CC,40,6.54
Nashua,2006,corn,CC,80,11.59
Nashua,2006,corn,CC,120,7.53
Nashua,2006,corn,CC,160,9.79
Nashua,2006,corn,CC,200,7.8
Nashua,2006,corn,CC,240,6.92
Nashua,2006,corn,SC,0,13.11
Nashua,2006,corn,SC,40,9.38
Nashua,2006,corn,SC,80,12.08
Nashua,2006,corn,SC,120,13.7
Nashua,2006,corn,SC,160,5.87
Nashua,2006,corn,SC,200,4.62
Nashua,2006,corn,SC,240,5.69
Nashua,2006,soybean,SC,0,1.51
Nashua,2006,soybean,SC,40,1.12
Nashua,2006,soybean,SC,80,1.16
Nashua,2006,soybean,SC,120,2.13
Nashua,2006,soybean,SC,160,2.88
Nashua,2006,soybean,SC,200,2.28
Nashua,2006,soybean,SC,240,3.18
Nashua,2007,corn,CC,0,12.86
Nashua,2007,corn,CC,40,6.11
Nashua,2007,corn,CC,80,28.02
Nashua,2007,corn,CC,120,20.56
Nashua,2007,corn,CC,160,27.88
Nashua,2007,corn,CC,200,12.26
Nashua,2007,corn,CC,240,6.78
Nashua,2007,corn,SC,0,24.58
Nashua,2007,corn,SC,40,7.25
Nashua,2007,corn,SC,80,19.6
Nashua,2007,corn,SC,120,7.14
Nashua,2007,corn,SC,160,8.96
Nashua,2007,corn,SC,200,4.83
Nashua,2007,corn,SC,240,14.61
Nashua,2007,soybean,SC,0,2.8
Nashua,2007,soybean,SC,40,2.92
Nashua,2007,soybean,SC,80,4.52
Nashua,2007,soybean,SC,120,7.43
Nashua,2007,soybean,SC,160,3.1
Nashua,2007,soybean,SC,200,2.47
Nashua,2007,soybean,SC,240,3.34
Nashua,2008,corn,CC,0,7.51
Nashua,2008,corn,CC,40,16.54
Nashua,2008,corn,CC,80,8.46
Nashua,2008,corn,CC,120,14.37
Nashua,2008,corn,CC,160,13.66
Nashua,2008,corn,CC,200,12.09
Nashua,2008,corn,CC,240,11.07
Nashua,2008,corn,SC,0,9.74
Nashua,2008,corn,SC,40,7.96
Nashua,2008,corn,SC,80,12.1
Nashua,2008,corn,SC,120,35.06
Nashua,2008,corn,SC,160,14.5
Nashua,2008,corn,SC,200,13.21
Nashua,2008,corn,SC,240,15.09
Nashua,2008,soybean,SC,0,3.56
Nashua,2008,soybean,SC,40,5.79
Nashua,2008,soybean,SC,80,4.38
Nashua,2008,soybean,SC,120,2.56
Nashua,2008,soybean,SC,160,1.07
Nashua,2008,soybean,SC,200,1.98
Nashua,2008,soybean,SC,240,3.23
Nashua,2009,corn,CC,0,7.65
Nashua,2009,corn,CC,40,11.46
Nashua,2009,corn,CC,80,18.4
Nashua,2009,corn,CC,120,17.87
Nashua,2009,corn,CC,160,12.59
Nashua,2009,corn,CC,200,8.52
Nashua,2009,corn,CC,240,7.35
Nashua,2009,corn,SC,0,20.23
Nashua,2009,corn,SC,40,20.03
Nashua,2009,corn,SC,80,21.84
Nashua,2009,corn,SC,120,10.06
Nashua,2009,corn,SC,160,16.93
Nashua,2009,corn,SC,200,2.68
Nashua,2009,corn,SC,240,25.94
Nashua,2009,soybean,SC,0,4
Nashua,2009,soybean,SC,40,2.63
Nashua,2009,soybean,SC,80,2.67
Nashua,2009,soybean,SC,120,5.99
Nashua,2009,soybean,SC,160,1.35
Nashua,2009,soybean,SC,200,4
Nashua,2009,soybean,SC,240,0.76
Nashua,2010,corn,CC,0,14.49
Nashua,2010,corn,CC,40,16.6
Nashua,2010,corn,CC,80,17.91
Nashua,2010,corn,CC,120,19.2
Nashua,2010,corn,CC,160,20.93
Nashua,2010,corn,CC,200,16.42
Nashua,2010,corn,CC,240,7.91
Nashua,2010,corn,SC,0,22.04
Nashua,2010,corn,SC,40,11.79
Nashua,2010,corn,SC,80,23.75
Nashua,2010,corn,SC,120,36.13
Nashua,2010,corn,SC,160,10.59
Nashua,2010,corn,SC,200,13.24
Nashua,2010,corn,SC,240,7.91
Nashua,2010,soybean,SC,0,3.36
Nashua,2010,soybean,SC,40,2.47
Nashua,2010,soybean,SC,80,2.94
Nashua,2010,soybean,SC,120,1.17
Nashua,2010,soybean,SC,160,1.66
Nashua,2010,soybean,SC,200,1.32
Nashua,2010,soybean,SC,240,3.63
Nashua,2011,corn,CC,0,10.08
Nashua,2011,corn,CC,40,11.56
Nashua,2011,corn,CC,80,19.2
Nashua,2011,corn,CC,120,8.82
Nashua,2011,corn,CC,160,12.59
Nashua,2011,corn,CC,200,4.98
Nashua,2011,corn,CC,240,10.17
Nashua,2011,corn,SC,0,24.06
Nashua,2011,corn,SC,40,19.5
Nashua,2011,corn,SC,80,26.34
Nashua,2011,corn,SC,120,17.79
Nashua,2011,corn,SC,160,15.04
Nashua,2011,corn,SC,200,12.46
Nashua,2011,corn,SC,240,10.21
Nashua,2011,soybean,SC,0,2.99
Nashua,2011,soybean,SC,40,2.42
Nashua,2011,soybean,SC,80,1.29
Nashua,2011,soybean,SC,120,3.23
Nashua,2011,soybean,SC,160,2.42
Nashua,2011,soybean,SC,200,3.51
Nashua,2011,soybean,SC,240,4.64
Nashua,2012,corn,CC,0,2.31
Nashua,2012,corn,CC,40,7.52
Nashua,2012,corn,CC,80,22.58
Nashua,2012,corn,CC,120,21.06
Nashua,2012,corn,CC,160,2.32
Nashua,2012,corn,CC,200,16.44
Nashua,2012,corn,CC,240,5.88
Nashua,2012,corn,SC,0,10.82
Nashua,2012,corn,SC,40,15.59
Nashua,2012,corn,SC,80,18.19
Nashua,2012,corn,SC,120,37.82
Nashua,2012,corn,SC,160,27.67
Nashua,2012,corn,SC,200,4.96
Nashua,2012,corn,SC,240,30.96
Nashua,2012,soybean,SC,0,4.02
Nashua,2012,soybean,SC,40,2.09
Nashua,2012,soybean,SC,80,3.4
Nashua,2012,soybean,SC,120,2.59
Nashua,2012,soybean,SC,160,5.37
Nashua,2012,soybean,SC,200,2.82
Nashua,2012,soybean,SC,240,3.93
Nashua,2013,corn,CC,0,15.85
Nashua,2013,corn,CC,40,9.5
Nashua,2013,corn,CC,80,26.87
Nashua,2013,corn,CC,120,12.47
Nashua,2013,corn,CC,160,24.73
Nashua,2013,corn,CC,200,11.94
Nashua,2013,corn,CC,240,18.81
Nashua,2013,corn,SC,0,12.27
Nashua,2013,corn,SC,40,10.51
Nashua,2013,corn,SC,80,29.88
Nashua,2013,corn,SC,120,3.17
Nashua,2013,corn,SC,160,7.8
Nashua,2013,corn,SC,200,11.12
Nashua,2013,corn,SC,240,28.66
Nashua,2013,soybean,SC,0,2.44
Nashua,2013,soybean,SC,40,2.47
Nashua,2013,soybean,SC,80,5.51
Nashua,2013,soybean,SC,120,4.87
Nashua,2013,soybean,SC,160,1.74
Nashua,2013,soybean,SC,200,6.59
Nashua,2013,soybean,SC,240,4.67
Nashua,2014,corn,CC,0,14.76
Nashua,2014,corn,CC,40,17.91
Nashua,2014,corn,CC,80,11.86
Nashua,2014,corn,CC,120,22.88
Nashua,2014,corn,CC,160,12.48
Nashua,2014,corn,CC,200,5.45
Nashua,2014,corn,CC,240,9.43
Nashua,2014,corn,SC,0,7.25
Nashua,2014,corn,SC,40,7.57
Nashua,2014,corn,SC,80,19.83
Nashua,2014,corn,SC,120,17.92
Nashua,2014,corn,SC,160,11.62
Nashua,2014,corn,SC,200,6.59
Nashua,2014,corn,SC,240,18.84
Nashua,2014,soybean,SC,0,5.89
Nashua,2014,soybean,SC,40,1.34
Nashua,2014,soybean,SC,80,1.94
Nashua,2014,soybean,SC,120,2.86
Nashua,2014,soybean,SC,160,5.59
Nashua,2014,soybean,SC,200,4.85
Nashua,2014,soybean,SC,240,4.98
Nashua,2015,corn,CC,0,8.29
Nashua,2015,corn,CC,40,8.53
Nashua,2015,corn,CC,80,7.16
Nashua,2015,corn,CC,120,15.44
Nashua,2015,corn,CC,160,8.42
Nashua,2015,corn,CC,200,3.31
Nashua,2015,corn,CC,240,7.43
Nashua,2015,corn,SC,0,17.08
Nashua,2015,corn,SC,40,19.99
Nashua,2015,corn,SC,80,24.9
Nashua,2015,corn,SC,120,30.46
Nashua,2015,corn,SC,160,21.39
Nashua,2015,corn,SC,200,5.47
Nashua,2015,corn,SC,240,24.07
Nashua,2015,soybean,SC,0,1.95
Nashua,2015,soybean,SC,40,4.92
Nashua,2015,soybean,SC,80,2.78
Nashua,2015,soybean,SC,120,6.12
Nashua,2015,soybean,SC,160,4.95
Nashua,2015,soybean,SC,200,5.58
Nashua,2015,soybean,SC,240,5.46
Nashua,2016,corn,CC,0,16.05
Nashua,2016,corn,CC,40,6.17
Nashua,2016,corn,CC,80,26.5
Nashua,2016,corn,CC,120,17.37
Nashua,2016,corn,CC,160,19
Nashua,2016,corn,CC,200,14.68
Nashua,2016,corn,CC,240,11.4
Nashua,2016,corn,SC,0,16.32
Nashua,2016,corn,SC,40,12.55
Nashua,2016,corn,SC,80,13.26
Nashua,2016,corn,SC,120,27.1
Nashua,2016,corn,SC,160,19.29
Nashua,2016,corn,SC,200,2.8
Nashua,2016,corn,SC,240,14.28
Nashua,2016,soybean,SC,0,2.97
Nashua,2016,soybean,SC,40,6.19
Nashua,2016,soybean,SC,80,2.62
Nashua,2016,soybean,SC,120,2.65
Nashua,2016,soybean,SC,160,2.97
Nashua,2016,soybean,SC,200,1.61
Nashua,2016,soybean,SC,240,3.5
Sutherland,2000,corn,CC,0,13.58
Sutherland,2000,corn,CC,40,6.63
Sutherland,2000,corn,CC,80,16.62
Sutherland,2000,corn,CC,120,27.19
Sutherland,2000,corn,CC,160,26.57
Sutherland,2000,corn,CC,200,12.88
Sutherland,2000,corn,CC,240,23.52
Sutherland,2000,corn,SC,0,16.77
Sutherland,2000,corn,SC,40,18.85
Sutherland,2000,corn,SC,80,21.98
Sutherland,2000,corn,SC,120,12.3
Sutherland,2000,corn,SC,160,24.88
Sutherland,2000,corn,SC,200,16.36
Sutherland,2000,corn,SC,240,3.42
Sutherland,2000,soybean,SC,0,11.95
Sutherland,2000,soybean,SC,40,6.4
Sutherland,2000,soybean,SC,80,5.97
Sutherland,2000,soybean,SC,120,10.71
Sutherland,2000,soybean,SC,160,15.18
Sutherland,2000,soybean,SC,200,10.56
Sutherland,2000,soybean,SC,240,9.5
Sutherland,2001,corn,CC,0,5.46
Sutherland,2001,corn,CC,40,16.94
Sutherland,2001,corn,CC,80,5.85
Sutherland,2001,corn,CC,120,17.14
Sutherland,2001,corn,CC,160,13.64
Sutherland,2001,corn,CC,200,3.85
Sutherland,2001,corn,CC,240,6.56
Sutherland,2001,corn,SC,0,18.01
Sutherland,2001,corn,SC,40,15.01
Sutherland,2001,corn,SC,80,6.45
Sutherland,2001,corn,SC,120,8.4
Sutherland,2001,corn,SC,160,20.85
Sutherland,2001,corn,SC,200,4.22
Sutherland,2001,corn,SC,240,9.13
Sutherland,2001,soybean,SC,0,1.2
Sutherland,2001,soybean,SC,40,1.35
Sutherland,2001,soybean,SC,80,3.41
Sutherland,2001,soybean,SC,120,3.2
Sutherland,2001,soybean,SC,160,1.15
Sutherland,2001,soybean,SC,200,3.78
Sutherland,2001,soybean,SC,240,2.57
Sutherland,2002,corn,CC,0,7.12
Sutherland,2002,corn,CC,40,5.63
Sutherland,2002,corn,CC,80,7.75
Sutherland,2002,corn,CC,120,12.65
Sutherland,2002,corn,CC,160,9.23
Sutherland,2002,corn,CC,200,9.18
Sutherland,2002,corn,CC,240,16.94
Sutherland,2002,corn,SC,0,6.83
Sutherland,2002,corn,SC,40,3.09
Sutherland,2002,corn,SC,80,6.47
Sutherland,2002,corn,SC,120,12.25
Sutherland,2002,corn,SC,160,8.27
Sutherland,2002,corn,SC,200,5.4
Sutherland,2002,corn,SC,240,3.32
Sutherland,2002,soybean,SC,0,3.45
Sutherland,2002,soybean,SC,40,4.76
Sutherland,2002,soybean,SC,80,3.8
Sutherland,2002,soybean,SC,120,5.25
Sutherland,2002,soybean,SC,160,5.43
Sutherland,2002,soybean,SC,200,6.69
Sutherland,2002,soybean,SC,240,5.73
Sutherland,2003,corn,CC,0,18.49
Sutherland,2003,corn,CC,40,12.87
Sutherland,2003,corn,CC,80,17.07
Sutherland,2003,corn,CC,120,18
Sutherland,2003,corn,CC,160,18.58
Sutherland,2003,corn,CC,200,20.62
Sutherland,2003,corn,CC,240,17.4
Sutherland,2003,corn,SC,0,6.76
Sutherland,2003,corn,SC,40,6.8
Sutherland,2003,corn,SC,80,5.79
Sutherland,2003,corn,SC,120,11.87
Sutherland,2003,corn,SC,160,22.05
Sutherland,2003,corn,SC,200,12.47
Sutherland,2003,corn,SC,240,10.88
Sutherland,2003,soybean,SC,0,3.58
Sutherland,2003,soybean,SC,40,2.32
Sutherland,2003,soybean,SC,80,1.32
Sutherland,2003,soybean,SC,120,1.37
Sutherland,2003,soybean,SC,160,1.74
Sutherland,2003,soybean,SC,200,3.63
Sutherland,2003,soybean,SC,240,2.81
Sutherland,2004,corn,CC,0,5.35
Sutherland,2004,corn,CC,40,7.83
Sutherland,2004,corn,CC,80,8.26
Sutherland,2004,corn,CC,120,11.8
Sutherland,2004,corn,CC,160,3.95
Sutherland,2004,corn,CC,200,4.66
Sutherland,2004,corn,CC,240,8.97
Sutherland,2004,corn,SC,0,3.13
Sutherland,2004,corn,SC,40,14.3
Sutherland,2004,corn,SC,80,9.42
Sutherland,2004,corn,SC,120,6.29
Sutherland,2004,corn,SC,160,7.34
Sutherland,2004,corn,SC,200,4.73
Sutherland,2004,corn,SC,240,6.22
Sutherland,2004,soybean,SC,0,
Sutherland,2004,soybean,SC,40,
Sutherland,2004,soybean,SC,80,
Sutherland,2004,soybean,SC,120,
Sutherland,2004,soybean,SC,160,
Sutherland,2004,soybean,SC,200,
Sutherland,2004,soybean,SC,240,
Sutherland,2005,corn,CC,0,6.08
Sutherland,2005,corn,CC,40,8.54
Sutherland,2005,corn,CC,80,8.19
Sutherland,2005,corn,CC,120,10.06
Sutherland,2005,corn,CC,160,3.51
Sutherland,2005,corn,CC,200,7.7
Sutherland,2005,corn,CC,240,3.69
Sutherland,2005,corn,SC,0,2.69
Sutherland,2005,corn,SC,40,9.84
Sutherland,2005,corn,SC,80,3.07
Sutherland,2005,corn,SC,120,12.65
Sutherland,2005,corn,SC,160,8.77
Sutherland,2005,corn,SC,200,13.18
Sutherland,2005,corn,SC,240,4.88
Sutherland,2005,soybean,SC,0,4.19
Sutherland,2005,soybean,SC,40,3.35
Sutherland,2005,soybean,SC,80,4.61
Sutherland,2005,soybean,SC,120,2.81
Sutherland,2005,soybean,SC,160,4.22
Sutherland,2005,soybean,SC,200,2.96
Sutherland,2005,soybean,SC,240,3.19
Sutherland,2006,corn,CC,0,6.79
Sutherland,2006,corn,CC,40,6.78
Sutherland,2006,corn,CC,80,4.2
Sutherland,2006,corn,CC,120,8.29
Sutherland,2006,corn,CC,160,15.01
Sutherland,2006,corn,CC,200,18.15
Sutherland,2006,corn,CC,240,12.18
Sutherland,2006,corn,SC,0,11.85
Sutherland,2006,corn,SC,40,10.07
Sutherland,2006,corn,SC,80,12.24
Sutherland,2006,corn,SC,120,7.38
Sutherland,2006,corn,SC,160,16.21
Sutherland,2006,corn,SC,200,10.85
Sutherland,2006,corn,SC,240,6.52
Sutherland,2006,soybean,SC,0,3.12
Sutherland,2006,soybean,SC,40,0.36
Sutherland,2006,soybean,SC,80,2.08
Sutherland,2006,soybean,SC,120,1.87
Sutherland,2006,soybean,SC,160,4.18
Sutherland,2006,soybean,SC,200,3.62
Sutherland,2006,soybean,SC,240,3.99
Sutherland,2007,corn,CC,0,15.24
Sutherland,2007,corn,CC,40,11.93
Sutherland,2007,corn,CC,80,26.12
Sutherland,2007,corn,CC,120,18.34
Sutherland,2007,corn,CC,160,8.35
Sutherland,2007,corn,CC,200,10.68
Sutherland,2007,corn,CC,240,18.46
Sutherland,2007,corn,SC,0,4.68
Sutherland,2007,corn,SC,40,16.94
Sutherland,2007,corn,SC,80,9.02
Sutherland,2007,corn,SC,120,9.73
Sutherland,2007,corn,SC,160,14.81
Sutherland,2007,corn,SC,200,10.27
Sutherland,2007,corn,SC,240,8.64
Sutherland,2007,soybean,SC,0,2.34
Sutherland,2007,soybean,SC,40,2.65
Sutherland,2007,soybean,SC,80,2.39
