hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Eg,NA,E,NA,NA,18,23,23,33,41,56,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,93,97,100,0,4,7,0,0.3,1,0,0.5,1,0,0.6,1,0,1.3,3,0,1.3,3,71,78,85,NA,NA,NA,NA,NA,NA,15,18,25,0,0,0,0,0.5,1,NA,NA,NA,1.43,1.46,1.48,NA,NA,NA,1.51,1.54,1.6,NA,1.41,2.82,4.23,0.18,0.19,0.2,NA,NA,NA,24.6,26.8,30.4,8.8,11.2,15.9,42,42,43,1.3,1.8,3.1,25,29,37,9,12,17,6,10,17,0.55,0.55,0,0,0,0,0,0,0,0,0,0,1,2,11.3,14.8,20.1,NA,NA,NA,8.8,13.3,18.4,5.6,6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,5.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497522,51118007
Btg,NA,B,NA,NA,33,41,56,107,117,150,NA,76,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,97,100,0,4,7,0,0.3,1,0,0.4,1,0,0.6,1,0,1.3,3,0,1.4,3,48,57,66,NA,NA,NA,NA,NA,NA,34,39,45,0,0,0,0,0.25,0.5,NA,NA,NA,1.4,1.42,1.45,NA,NA,NA,1.71,1.73,1.81,NA,0.42,0.92,1.41,0.11,0.17,0.22,NA,NA,NA,32.5,34.3,36.2,19.3,22.5,26.1,43,44,45,4.5,6.8,8.4,43,50,56,24,28,33,23,30,37,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,22.9,28.1,32.5,NA,NA,NA,20.2,25.5,40.5,5.6,5.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,9.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497522,51118008
Cg,NA,C,NA,NA,107,117,150,152,152,152,NA,35,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,92,97,100,0,4,7,0,0,1,0,0.1,1,0,0.3,1,0,1.2,3,0,2.4,3,58,65,74,NA,NA,NA,NA,NA,NA,25,31,35,0,0,0,0,0.25,0.5,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.59,1.69,1.78,NA,1.41,2.82,4.23,0.2,0.21,0.22,NA,NA,NA,29.7,32.3,33.9,15,18.9,21.6,37,41,45,2.8,4.1,5.9,35,41,46,17,22,25,15,22,27,0.49,0.49,0,0,0,0,0,0,0,0,0,0,1,2,17.6,23.1,26.2,NA,NA,NA,17.3,22.8,34.2,6.1,6.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,5.1,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497522,51118009
Cg,NA,C,NA,NA,120,122,151,152,152,152,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,90,98,100,0,3,5,0,0.1,0.2,0,0.2,0.5,0,0.5,1.2,0,1,2,0,1.2,2,65.5,73,84.5,NA,NA,NA,NA,NA,NA,12,24,32,0,0,0,0,0.1,0.2,NA,NA,NA,1.37,1.42,1.46,NA,NA,NA,1.49,1.54,1.61,NA,1.41,9.17,14.11,0.19,0.2,0.22,NA,NA,NA,22.5,28.9,32,6.8,13.8,18.4,43,44,46,0.9,2.7,4.3,21,34,42,6,16,23,2,15,24,0.49,0.49,0,0,28,0,0,0,0,0,0,0,1,2,9.3,18,23.5,NA,NA,NA,9,17.5,62.5,6.1,6.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.3,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497523,51118010
Bt,NA,B,NA,NA,25,33,50,70,71,85,NA,38,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,0,2,4,0,0.1,0.5,0,0.2,0.5,0,0.3,0.5,0.2,0.4,1,0,1,2,55,60,70,NA,NA,NA,NA,NA,NA,30,38,43,0,0,0,0.1,0.5,0.75,NA,NA,NA,1.38,1.42,1.46,NA,NA,NA,1.69,1.73,1.84,NA,0.42,0.915,1.41,0.15,0.17,0.19,NA,NA,NA,31.2,34.2,35.8,17.2,22.2,25.3,42,44,45,3.4,6.8,9.1,39,49,55,21,27,31,20,29,35,0.43,0.43,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,15.2,21.9,33.9,10.1,21.9,29,4.5,5.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497523,51118011
Ap,NA,A,NA,NA,0,0,0,10,15,25,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,99,100,91,97,100,1,4,7,0,0.5,1,0.1,0.7,1.2,0.1,0.8,1.5,0.3,1,2,0.5,1,2,73,80,85,NA,NA,NA,NA,NA,NA,10,16,20,0,0,0,1,2,3,NA,NA,NA,1.41,1.44,1.46,NA,NA,NA,1.48,1.51,1.54,NA,4.23,9.17,14.11,0.19,0.22,0.24,NA,NA,NA,22.9,27.4,30.1,7.1,11.9,15.5,41,42,43,0.8,1.6,2.2,23,31,36,6,10,13,3,9,14,0.49,0.49,0,0,0,0,0,0,0,0,0,0,1,2,9.1,13.7,17.2,NA,NA,NA,7.7,12.4,17.2,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,4.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497523,51118012
E,NA,E,NA,NA,10,15,25,25,33,50,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,97,100,1,4,7,0,0.5,1,0.1,0.7,1.3,0.1,0.8,1.5,0.3,1,2,0.5,1,2,70,76,85,NA,NA,NA,NA,NA,NA,13,20,25,0,0,0,0.1,0.65,1,NA,NA,NA,1.43,1.45,1.47,NA,NA,NA,1.51,1.53,1.59,NA,1.41,2.82,4.23,0.17,0.19,0.21,NA,NA,NA,23.5,27.9,30.3,7.7,12.5,15.8,42,43,43,1.1,1.7,3.1,24,31,37,8,13,17,5,12,17,0.55,0.55,0,0,0,0,0,0,0,0,0,0,1,2,10.6,11.6,20.1,NA,NA,NA,5.1,7.5,20.1,5.1,5.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.7,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497523,51118013
Btg,NA,B,NA,NA,70,71,85,120,122,151,NA,51,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,99,100,0,1,2,0,0.1,0.2,0,0.1,0.2,0,0.1,0.2,0,0.2,0.4,0,0.5,1,58,64,73,NA,NA,NA,NA,NA,NA,27,35,40,0,0,0,0.1,0.3,0.5,NA,NA,NA,1.36,1.4,1.43,NA,NA,NA,1.59,1.63,1.72,NA,1.41,2.82,4.23,0.16,0.18,0.2,NA,NA,NA,29.9,32.9,34.6,15.2,20,23,44,45,46,3.3,5.2,7.1,37,45,51,19,25,29,18,27,32,0.43,0.43,0,0,0,0,0,0,0,0,0,0,1,2,19.9,22.2,29.4,NA,NA,NA,10,21.3,29,4.5,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,6.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497523,51118014
Cg,NA,C,NA,NA,102,124,151,152,152,152,NA,28,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,93,97,100,0,4,7,0,0.2,1,0,0.4,1,0,1,1,0,1.3,3,0,1.1,3,60,65,72.5,NA,NA,NA,NA,NA,NA,25,31,33,0,0,0,0,0.25,0.5,NA,NA,NA,1.36,1.43,1.5,NA,NA,NA,1.54,1.61,1.64,NA,1.41,2.82,4.23,0.18,0.2,0.22,NA,NA,NA,29.3,31.8,32.6,14.3,18,19.5,41,44,46,2.8,4.1,4.6,35,41,44,17,21,23,15,21,25,0.43,0.43,0,0,25,0,0,0,0,0,0,0,1,2,17.6,23.1,24.9,NA,NA,NA,17.4,20.1,63.9,6.1,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497500,51117938
Ap,NA,A,NA,NA,0,0,0,25,41,61,NA,41,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,93,97,100,0,4,7,0,0.2,1,0,0.4,1,0,1,1,0,1.3,3,0,1.1,3,58,65,72.5,NA,NA,NA,NA,NA,NA,27,31,35,0,0,0,3,4.5,6,NA,NA,NA,1.25,1.31,1.37,NA,NA,NA,1.43,1.49,1.57,NA,4.23,9.17,14.11,0.15,0.16,0.18,NA,NA,NA,31.5,33.7,35.7,17.7,21.4,25.1,43,45,48,3.5,4.4,6.3,43,50,58,19,21,24,19,24,30,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,22.2,25.4,28.5,NA,NA,NA,18.3,23.4,27.9,5.6,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497500,51117939
Btg,NA,B,NA,NA,25,41,61,102,124,151,NA,83,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,93,97,100,0,4,7,0,0.2,1,0,0.4,1,0,1,1,0,1.3,3,0,1.1,3,51,57,64,NA,NA,NA,NA,NA,NA,35,39,42,0,0,0,0.5,1,2,NA,NA,NA,1.37,1.38,1.45,NA,NA,NA,1.68,1.69,1.73,NA,1.41,2.82,4.23,0.15,0.16,0.18,NA,NA,NA,32.9,34.4,35.9,19.9,22.7,25.5,42,45,45,5.9,7,7.9,46,51,56,25,28,30,25,30,35,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,26.2,29.4,32.1,NA,NA,NA,24.6,27.7,32,5.6,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497500,51117940
Ap,NA,A,NA,NA,0,0,0,8,18,20,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,92,98,100,0,4,7,0,0,1,0,0.2,1,0,0.3,1,0,0.8,3,0,2.7,3,67.5,77,85,NA,NA,NA,NA,NA,NA,15,19,27,0,0,0,1,2,3,NA,NA,NA,1.35,1.41,1.47,NA,NA,NA,1.44,1.5,1.58,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,25.6,28.5,32.3,9.8,13.3,19,41,43,45,1.6,2.1,3.8,28,33,43,9,12,19,7,12,21,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,12.8,16.3,22.7,NA,NA,NA,7.2,15.6,22.6,5.6,6.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,4.3,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497502,51117941
E,NA,E,NA,NA,8,18,20,27,28,38,NA,10,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,100,100,91,98,100,0,4,7,0,0,1,0,0.2,1,0,0.3,1,0,0.8,3,0,2.7,3,66,77,88,NA,NA,NA,NA,NA,NA,12,19,27,0,0,0,0.1,0.55,1,NA,NA,NA,1.44,1.46,1.48,NA,NA,NA,1.53,1.55,1.62,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,22.9,27.4,31.1,7.1,11.8,17.1,42,42,43,1.1,2,3.6,23,30,39,7,13,19,4,11,20,0.49,0.49,0,0,0,0,0,0,0,0,0,0,1,2,9.6,15.5,21.7,NA,NA,NA,3.4,10.8,21.7,5.1,6.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.8,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17497502,51117942
