soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,15,30,200,200,200,Wet,183632600,113890785
0,0,0,0,15,30,Moist,183632600,113890786
0,0,0,0,15,30,Moist,183632603,113890787
0,15,30,200,200,200,Wet,183632603,113890788
0,15,30,200,200,200,Wet,183632605,113890789
0,0,0,0,15,30,Moist,183632605,113890790
0,15,30,200,200,200,Wet,183632608,113890791
0,0,0,0,15,30,Moist,183632608,113890792
0,0,0,0,15,30,Moist,183632610,113890793
0,15,30,200,200,200,Wet,183632610,113890794
0,0,0,30,46,61,Moist,183632611,113890795
30,46,61,200,200,200,Wet,183632611,113890796
0,0,0,30,46,61,Moist,183632617,113890797
30,46,61,200,200,200,Wet,183632617,113890798
0,0,0,30,46,61,Moist,183632618,113890799
30,46,61,200,200,200,Wet,183632618,113890800
0,0,0,30,46,61,Moist,183632619,113890801
30,46,61,200,200,200,Wet,183632619,113890802
0,0,0,30,46,61,Moist,183632621,113890803
30,46,61,200,200,200,Wet,183632621,113890804
0,0,0,0,15,30,Moist,183632623,113890805
0,15,30,200,200,200,Wet,183632623,113890806
0,15,30,200,200,200,Wet,183632625,113890807
0,0,0,0,15,30,Moist,183632625,113890808
0,15,30,200,200,200,Wet,183632628,113890809
0,0,0,0,15,30,Moist,183632628,113890810
0,0,0,0,15,30,Moist,183632630,113890811
0,15,30,200,200,200,Wet,183632630,113890812
0,15,30,200,200,200,Wet,183632632,113890813
0,0,0,0,15,30,Moist,183632632,113890814
0,15,30,200,200,200,Wet,183633260,113891172
0,0,0,0,15,30,Moist,183633260,113891173
0,0,0,0,15,30,Moist,183633263,113891174
0,15,30,200,200,200,Wet,183633263,113891175
0,15,30,200,200,200,Wet,183633265,113891176
0,0,0,0,15,30,Moist,183633265,113891177
0,15,30,200,200,200,Wet,183633268,113891178
0,0,0,0,15,30,Moist,183633268,113891179
0,0,0,0,15,30,Moist,183633270,113891180
0,15,30,200,200,200,Wet,183633270,113891181
0,0,0,122,153,183,Moist,183633279,113891182
122,153,183,200,200,200,Wet,183633279,113891183
0,0,0,122,153,183,Moist,183633280,113891184
122,153,183,200,200,200,Wet,183633280,113891185
0,0,0,122,153,183,Moist,183633281,113891186
122,153,183,200,200,200,Wet,183633281,113891187
122,153,183,200,200,200,Wet,183633283,113891188
0,0,0,122,153,183,Moist,183633283,113891189
122,153,183,200,200,200,Wet,183633288,113891190
0,0,0,122,153,183,Moist,183633288,113891191
122,153,183,200,200,200,Wet,183633291,113891192
0,0,0,122,153,183,Moist,183633291,113891193
0,0,0,15,38,61,Moist,183633297,113891194
15,38,61,200,200,200,Wet,183633297,113891195
0,0,0,15,38,61,Moist,183633298,113891196
15,38,61,200,200,200,Wet,183633298,113891197
0,0,0,15,38,61,Moist,183633301,113891198
15,38,61,200,200,200,Wet,183633301,113891199
0,0,0,15,38,61,Moist,183633303,113891200
15,38,61,200,200,200,Wet,183633303,113891201
0,0,0,15,38,61,Moist,183633306,113891202
15,38,61,200,200,200,Wet,183633306,113891203
0,0,0,0,15,30,Moist,183633307,113891204
0,15,30,200,200,200,Wet,183633307,113891205
0,15,30,200,200,200,Wet,183633309,113891206
0,0,0,0,15,30,Moist,183633309,113891207
0,15,30,200,200,200,Wet,183633312,113891208
0,0,0,0,15,30,Moist,183633312,113891209
0,0,0,0,15,30,Moist,183633314,113891210
0,15,30,200,200,200,Wet,183633314,113891211
0,15,30,200,200,200,Wet,183633316,113891212
0,0,0,0,15,30,Moist,183633316,113891213
0,0,0,0,15,30,Moist,183633489,113891351
0,15,30,200,200,200,Wet,183633489,113891352
0,0,0,0,15,30,Moist,183633490,113891353
0,15,30,200,200,200,Wet,183633490,113891354
0,0,0,0,15,30,Moist,183633492,113891355
0,15,30,200,200,200,Wet,183633492,113891356
0,15,30,200,200,200,Wet,183633495,113891357
0,0,0,0,15,30,Moist,183633495,113891358
0,15,30,200,200,200,Wet,183633496,113891359
0,0,0,0,15,30,Moist,183633496,113891360
122,153,183,200,200,200,Wet,183633499,113891361
0,0,0,122,153,183,Moist,183633499,113891362
122,153,183,200,200,200,Wet,183633503,113891363
0,0,0,122,153,183,Moist,183633503,113891364
0,0,0,122,153,183,Moist,183633506,113891365
122,153,183,200,200,200,Wet,183633506,113891366
0,15,30,200,200,200,Wet,183633511,113891367
0,0,0,0,15,30,Moist,183633511,113891368
0,15,30,200,200,200,Wet,183633512,113891369
0,0,0,0,15,30,Moist,183633512,113891370
0,15,30,200,200,200,Wet,183633513,113891371
0,0,0,0,15,30,Moist,183633513,113891372
0,15,30,200,200,200,Wet,183633514,113891373
0,0,0,0,15,30,Moist,183633514,113891374
0,15,30,200,200,200,Wet,183633515,113891375
0,0,0,0,15,30,Moist,183633515,113891376
0,0,0,0,15,30,Moist,183633523,113891377
0,15,30,200,200,200,Wet,183633523,113891378
0,15,30,200,200,200,Wet,183633525,113891379
0,0,0,0,15,30,Moist,183633525,113891380
0,15,30,200,200,200,Wet,183633528,113891381
0,0,0,0,15,30,Moist,183633528,113891382
0,15,30,200,200,200,Wet,183633530,113891383
0,0,0,0,15,30,Moist,183633530,113891384
0,0,0,0,15,30,Moist,183633532,113891385
0,15,30,200,200,200,Wet,183633532,113891386
0,0,0,15,38,61,Moist,183633535,113891387
15,38,61,200,200,200,Wet,183633535,113891388
0,0,0,15,38,61,Moist,183633538,113891389
15,38,61,200,200,200,Wet,183633538,113891390
0,0,0,15,38,61,Moist,183633539,113891391
15,38,61,200,200,200,Wet,183633539,113891392
0,0,0,15,38,61,Moist,183633542,113891393
15,38,61,200,200,200,Wet,183633542,113891394
0,0,0,15,38,61,Moist,183633543,113891395
15,38,61,200,200,200,Wet,183633543,113891396
