cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17483836,205,AWM - Manure and Food Processing Waste,4,10265,Percolation < 2 um/sec to 60 Inches,1,0,Ksat not restrictive,0.412,Slow water movement,0.412,Slow water movement,1,Slow water movement,0,0,0,1553586833
17483836,258,AWM - Overland Flow Process Treatment of Wastewater,0,258,AWM - Overland Flow Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586834
17483836,258,AWM - Overland Flow Process Treatment of Wastewater,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586835
17483836,258,AWM - Overland Flow Process Treatment of Wastewater,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586836
17483836,258,AWM - Overland Flow Process Treatment of Wastewater,3,255,Seepage Limitation (1 - 4 um/sec) Surface Layer,1,0.036,Seepage,0.685,Seepage,0.685,Seepage,1,Seepage,0,0,0,1553586837
17483836,258,AWM - Overland Flow Process Treatment of Wastewater,4,10209,Slope < 1% surface,1,0,No slope limitation,0.5,Too level,0.5,Too level,1,Too level,0,0,0,1553586838
17483836,238,AWM - Rapid Infiltration Disposal of Wastewater,0,238,AWM - Rapid Infiltration Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586839
17483836,238,AWM - Rapid Infiltration Disposal of Wastewater,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586840
17483836,238,AWM - Rapid Infiltration Disposal of Wastewater,2,289,Percolation (10 - 40 um/sec) 0 to 60 Inches,1,1,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1553586841
17483836,238,AWM - Rapid Infiltration Disposal of Wastewater,3,290,"Wet, Ground Water Within 180 cm of the Surface",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586842
17483836,254,AWM - Slow Rate Process Treatment of Wastewater,0,254,AWM - Slow Rate Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586843
17483836,254,AWM - Slow Rate Process Treatment of Wastewater,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586844
17483836,254,AWM - Slow Rate Process Treatment of Wastewater,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586845
17483836,254,AWM - Slow Rate Process Treatment of Wastewater,3,251,Percolation (.4 - 4 um/sec) 0 to 60 Inches,1,0,Ksat not restrictive,0.213,Slow water movement,0.213,Slow water movement,0.842,Slow water movement,0,0,0,1553586846
17483836,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1553586847
17483836,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586848
17483836,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586849
17483836,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",3,20200,Water Gathering Surface,1,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0,0,0,1553586850
17483836,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1553586851
17483836,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586852
17483836,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",2,63039,Ground Water Within 91 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586853
17483836,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",3,20200,Water Gathering Surface,1,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0,0,0,1553586854
17483836,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586855
17483836,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586856
17483836,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586857
17483836,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",3,20200,Water Gathering Surface,1,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0,0,0,1553586858
17483836,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",4,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0.066,Clay content,0.328,Clay content,0.328,Clay content,0.422,Clay content,0,0,0,1553586859
17483836,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586860
17483836,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586861
17483836,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586862
17483836,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",3,20200,Water Gathering Surface,1,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0,0,0,1553586863
17483836,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",4,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0.066,Clay content,0.328,Clay content,0.328,Clay content,0.422,Clay content,0,0,0,1553586864
17483836,20799,DHS - Potential for Radioactive Bioaccumulation,0,20799,DHS - Potential for Radioactive Bioaccumulation,0,0,Very low bioaccumulation potential,0,Very low bioaccumulation potential,0,Very low bioaccumulation potential,0,Very low bioaccumulation potential,0,0,0,1553586865
17483836,20799,DHS - Potential for Radioactive Bioaccumulation,1,20866,Bioaccumulation Sorption,1,0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,0,0,1553586866
17483836,20799,DHS - Potential for Radioactive Bioaccumulation,2,20818,Bioaccumulation Material Gain Potential,1,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,0,0,1553586867
17483836,20791,DHS - Potential for Radioactive Sequestration,0,20791,DHS - Potential for Radioactive Sequestration,0,1,High sequestration potential,1,High sequestration potential,1,High sequestration potential,1,High sequestration potential,0,0,0,1553586868
17483836,20791,DHS - Potential for Radioactive Sequestration,1,20793,Sequestration Organic Surface,1,0.955,Sequestration due to fertility effects,1,Sequestration due to fertility effects,1,Sequestration due to fertility effects,1,Sequestration due to fertility effects,0,0,0,1553586869
17483836,20791,DHS - Potential for Radioactive Sequestration,2,20814,Sequestration Clay Content,1,1,Adsorption by clay,1,Adsorption by clay,1,Adsorption by clay,0.911,Adsorption by clay,0,0,0,1553586870
17483836,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,1,Severely limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1553586871
17483836,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",1,19891,"Ponded > 4 hours, Max",1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586872
17483836,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586873
17483836,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",3,20200,Water Gathering Surface,1,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0,0,0,1553586874
17483836,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",4,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0.066,Clay content,0.328,Clay content,0.328,Clay content,0.422,Clay content,0,0,0,1553586875
17483836,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",5,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.084,Unstable excavation walls,0.084,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553586876
17483836,20468,DHS - Site for Composting Facility - Subsurface,0,20468,DHS - Site for Composting Facility - Subsurface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586877
17483836,20468,DHS - Site for Composting Facility - Subsurface,1,20465,Depth to Saturation (100-200cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586878
17483836,20468,DHS - Site for Composting Facility - Subsurface,2,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586879
17483836,20468,DHS - Site for Composting Facility - Subsurface,3,20200,Water Gathering Surface,1,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0.5,Water gathering surface,0,0,0,1553586880
17483836,20468,DHS - Site for Composting Facility - Subsurface,4,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.084,Unstable excavation walls,0.084,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553586881
17483836,20468,DHS - Site for Composting Facility - Subsurface,5,20487,Precipitation,1,0.014,Low precipitation,0.053,Low precipitation,0.053,Low precipitation,0.088,Low precipitation,0,0,0,1553586882
17483836,20461,DHS - Site for Composting Facility - Surface,0,20461,DHS - Site for Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586883
17483836,20461,DHS - Site for Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1553586884
17483836,20461,DHS - Site for Composting Facility - Surface,2,20465,Depth to Saturation (100-200cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586885
17483836,20461,DHS - Site for Composting Facility - Surface,3,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586886
17483836,20461,DHS - Site for Composting Facility - Surface,4,20487,Precipitation,1,0.014,Low precipitation,0.053,Low precipitation,0.053,Low precipitation,0.088,Low precipitation,0,0,0,1553586887
17483836,20382,DHS - Suitability for Clay Liner Material,0,20382,DHS - Suitability for Clay Liner Material,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1553586888
17483836,20382,DHS - Suitability for Clay Liner Material,1,20388,Depth to Saturation,1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1553586889
17483836,20382,DHS - Suitability for Clay Liner Material,2,20432,"Ponding Limitation, Suitability",1,0,Ponding,0,Ponding,0,Ponding,0,Ponding,0,0,0,1553586890
17483836,20382,DHS - Suitability for Clay Liner Material,3,20446,Area Reclaim Subrule,1,0,Area reclaim difficult,0.231,Area reclaim difficulty,0.231,Area reclaim difficulty,0.795,Area reclaim difficulty,0,0,0,1553586891
17483836,20382,DHS - Suitability for Clay Liner Material,4,20506,Hard to Pack Subrule,1,0.192,Hard to pack,0.589,Hard to pack,0.589,Hard to pack,0.729,Hard to pack,0,0,0,1553586892
17483836,20382,DHS - Suitability for Clay Liner Material,5,20386,Passing #4 Sieve 30 to 200 cm,1,0.912,Small stone content,0.991,Small stone content,0.991,Small stone content,1,No small stone content,0,0,0,1553586893
17483836,20472,DHS - Suitability for Composting Medium and Final Cover,0,20472,DHS - Suitability for Composting Medium and Final Cover,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1553586894
17483836,20472,DHS - Suitability for Composting Medium and Final Cover,1,10344,"Wet, Ground Water Near the Surface (30 - 90cm)",1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1553586895
17483836,20472,DHS - Suitability for Composting Medium and Final Cover,2,20474,Clay and OM Content WTD_AVG to 100cm,1,0.022,Clay content,0.024,Clay content,0.024,Clay content,0.024,Clay content,0,0,0,1553586896
17483836,10324,ENG - Construction Materials; Gravel Source,0,10324,ENG - Construction Materials; Gravel Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1553586897
17483836,10324,ENG - Construction Materials; Gravel Source,1,22954,"Gravel Bottom Layer, Cemented",1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1553586898
17483836,10324,ENG - Construction Materials; Gravel Source,2,22955,"Gravel Thickest Layer, Cemented",1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1553586899
17483836,10514,ENG - Construction Materials; Reclamation,0,10514,ENG - Construction Materials; Reclamation,0,0,Poor,0.024,Fair,0.024,Fair,0.705,Fair,0,0,0,1553586900
17483836,10514,ENG - Construction Materials; Reclamation,1,20945,"Clay Content Thickest Layer to 40 inches, revised",1,0,Too clayey,0.024,Too clayey,0.024,Too clayey,0.705,Too clayey,0,0,0,1553586901
17483836,10028,ENG - Construction Materials; Roadfill,0,10028,ENG - Construction Materials; Roadfill,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1553586902
17483836,10028,ENG - Construction Materials; Roadfill,1,10344,"Wet, Ground Water Near the Surface (30 - 90cm)",1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1553586903
17483836,10028,ENG - Construction Materials; Roadfill,2,10029,Low Strength (AASHTO GIN in depth or Restriction),1,0,Low strength,0,Low strength,0,Low strength,0,Low strength,0,0,0,1553586904
17483836,10028,ENG - Construction Materials; Roadfill,3,10511,Low Shrink-Swell (25 to 150cm or Restrictive Layer) Wt_Ave,1,0,Shrink-swell,0.303,Shrink-swell,0.303,Shrink-swell,0.911,Shrink-swell,0,0,0,1553586905
17483836,10028,ENG - Construction Materials; Roadfill,4,23779,"Dust PM10 and PM2.5 Generation, Suitability",1,0.798,Dusty,0.798,Dusty,0.798,Dusty,0.798,Dusty,0,0,0,1553586906
17483836,10332,ENG - Construction Materials; Sand Source,0,10332,ENG - Construction Materials; Sand Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1553586907
17483836,10332,ENG - Construction Materials; Sand Source,1,23704,Sand Bottom Layer (revised),1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1553586908
17483836,10332,ENG - Construction Materials; Sand Source,2,21969,Sand Thickest Layer (revised),1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1553586909
17483836,10345,ENG - Construction Materials; Topsoil,0,10345,ENG - Construction Materials; Topsoil,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1553586910
17483836,10345,ENG - Construction Materials; Topsoil,1,10344,"Wet, Ground Water Near the Surface (30 - 90cm)",1,0,Wetness,0,Wetness,0,Wetness,0,Wetness,0,0,0,1553586911
17483836,10345,ENG - Construction Materials; Topsoil,2,20948,"Clay and OM Content Thickest Layer to 40 inches, revised",1,0.5,Too clayey,0.5,Too clayey,0.5,Too clayey,0.705,Too clayey,0,0,0,1553586912
17483836,989,ENG - Daily Cover for Landfill,0,989,ENG - Daily Cover for Landfill,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586913
17483836,989,ENG - Daily Cover for Landfill,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586914
17483836,989,ENG - Daily Cover for Landfill,2,991,"Wet, Ground Water Near the Surface (45 - 100cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586915
17483836,989,ENG - Daily Cover for Landfill,3,1002,"Soil Materials for Packing, Unified and Kaolinitic",1,1,Hard to compact,1,Hard to compact,1,Hard to compact,1,Hard to compact,0,0,0,1553586916
17483836,989,ENG - Daily Cover for Landfill,4,37191,"Clay Content 25 to 180cm, Weighted Average",1,0.162,Too clayey,0.772,Too clayey,0.772,Too clayey,0.994,Too clayey,0,0,0,1553586917
17483836,989,ENG - Daily Cover for Landfill,5,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586918
17483836,340,ENG - Dwellings W/O Basements,0,340,ENG - Dwellings W/O Basements,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586919
17483836,340,ENG - Dwellings W/O Basements,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586920
17483836,340,ENG - Dwellings W/O Basements,2,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586921
17483836,340,ENG - Dwellings W/O Basements,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553586922
17483836,393,ENG - Dwellings With Basements,0,393,ENG - Dwellings With Basements,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586923
17483836,393,ENG - Dwellings With Basements,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586924
17483836,393,ENG - Dwellings With Basements,2,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586925
17483836,393,ENG - Dwellings With Basements,3,23807,"Shrink-Swell (LEP WTD_AVG Above Bedrock or 60"") (revised)",1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553586926
17483836,402,"ENG - Lawn, Landscape, Golf Fairway",0,402,"ENG - Lawn, Landscape, Golf Fairway",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586927
17483836,402,"ENG - Lawn, Landscape, Golf Fairway",1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586928
17483836,402,"ENG - Lawn, Landscape, Golf Fairway",2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586929
