recdate,legendtextkind,textcat,textsubcat,text,lkey,legtextkey
02/01/1999 00:00:00,Correlation notes,legend creation,correlation notes,"This legend was created on Feb 1, 1999 from a backup legend dated Dec 5, 1998. Slope gradients were assigned as were agreed upon by MLRA Project leaders consensus and input from the Users of soil survey information. In MLRA 110, slope gradients for A is 0 to 2 percent, B is 2 to 4 percent, C is 4 to 6 percent, D is 6 to 12 percent, E is 12 to 20 percent and so on. In MLRA 108, slope gradients for A is 0 to 2 percent, B is 2 to 5 percent, C is 5 to 10 percent, D is 10 to 18 percent, E is 18 to 25 percent and so on. All the map units that are level or nearly level slopes are assigned a slope group A with a 0 to 2 percent slopes. Asghar 3/3/99.",11309,67676
