hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Cg,NA,C,NA,NA,76,104,132,152,152,200,NA,48,NA,0,0,0,0,0,0,95,98,100,85,93,100,79,89,100,68,77,92,5,20,50,0,1,3,0,1.5,5,1,5.7,15,2,6.8,20,2,5,15,28,62,80,NA,26,NA,NA,36,NA,15,18,27,0,1,2,0,0.3,0.6,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.48,1.58,1.67,NA,4.23,9.17,14.11,0.17,0.18,0.21,NA,NA,NA,21.6,25,30.5,8.2,11.5,17,34,39,45,1,1.7,3.4,25,28,38,9,11,19,3,6,17,0.49,0.49,10,15,40,0,0,0,0,0,0,0,0,2,8,13.7,19.9,NA,NA,NA,41.4,52.4,58.9,7.9,8.2,8.4,7.6,8,8.1,NA,NA,NA,NA,NA,NA,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482207,51069664
Akp,NA,A,NA,NA,0,0,0,25,46,61,NA,46,NA,0,0,0,0,0,0,100,100,100,96,100,100,90,99,100,85,93,96,2,8,15,0,0.2,1,0,0.6,2,0,2.1,5,1,2.7,6,1,2.4,5,50,60,71,NA,19,NA,NA,41,NA,27,32,35,1,3,7,3,5,6.5,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,1.28,1.38,1.43,NA,4.23,9.17,14.11,0.17,0.19,0.21,NA,NA,NA,31,34,35.6,15.1,18.9,23.5,44,49,53,2.9,4.7,6.1,41,51,58,15,20,24,13,22,29,0.24,0.24,15,23,40,0,0,0,0,0,0,0,0,2,21.9,28.5,35,NA,NA,NA,60.6,67.2,71.5,7.9,8.2,8.4,7.6,8,8.1,NA,NA,NA,NA,NA,NA,0.4,2.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482207,51069665
Ap,NA,A,NA,NA,0,0,0,25,41,48,NA,41,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,96,100,1,5,10,0,0.2,1,0.1,0.8,2,0.1,1,2,0.5,1,3,1,2,5,63,71,77,NA,30,NA,NA,41,NA,22,24,27,0,0,0,3.5,4.5,5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,1.33,1.43,1.47,NA,4.23,9.17,14.11,0.18,0.21,0.24,NA,NA,NA,30.2,31.6,32.8,15.6,17.8,19.8,42,46,49,2.9,3.2,4.2,40,44,48,15,16,18,15,18,22,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2,19,20.7,26,NA,NA,NA,16.6,20.1,25.8,6.1,6.7,7.3,5.8,6.4,7,NA,NA,NA,NA,NA,NA,3.3,5.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482121,51069357
Bt,NA,B,NA,NA,25,41,48,102,125,152,NA,84,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,99,100,91,96,100,1,5,10,0,0.2,1,0.1,0.8,2,0.1,1,2,0.5,1,3,1,2,5,55,64,74,NA,26,NA,NA,38,NA,25,31,35,0,0,0,0.5,1.3,1.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.5,1.6,1.63,NA,4.23,9.17,14.11,0.14,0.17,0.2,NA,NA,NA,29.5,32.3,33.7,14.6,19,21.4,40,44,48,3.2,4.5,5.3,36,44,48,17,22,25,15,23,28,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,19.7,24.9,27.9,NA,NA,NA,16.9,23.5,27.4,5.6,6.5,7.4,5.3,6.2,7.1,NA,NA,NA,NA,NA,NA,2,5.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482121,51069358
2BCtg,2,BC,NA,NA,102,125,152,117,147,178,NA,22,NA,0,0,0,0,0,0,97,100,100,90,98,100,74,92,100,46,62,80,15,45,60,0,1,3,0,3,5,1,9,20,5,17,25,2,15,25,15,36,70,NA,17,NA,NA,19,NA,15,19,25,0,0,1,0.1,0.3,0.5,NA,NA,NA,1.45,1.55,1.65,NA,NA,NA,1.55,1.65,1.7,NA,4.23,9.17,14.11,0.12,0.15,0.17,NA,NA,NA,23.7,27.3,30.6,8.9,12.1,16.2,33,39,43,1.3,2,3.1,25,30,36,9,13,17,1,5,12,0.37,0.37,0,0,5,0,0,0,0,0,0,0,0,2,11.7,15.1,19,NA,NA,NA,10.8,15,58,6.4,7.2,7.8,6.1,6.9,7.5,NA,NA,NA,NA,NA,NA,0,2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482121,51069359
2Cg,2,C,NA,NA,117,147,178,152,158,200,NA,11,NA,0,0,0,0,0,0,95,98,100,84,95,100,61,82,100,22,34,55,30,71,78,0,2,8,0,6,10,3,23,30,5,28,35,2,12,25,2,19,50,NA,11,NA,NA,8,NA,8,10,20,0,0,2,0,0.2,0.4,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.54,1.64,1.71,NA,14.11,23.225,42.34,0.08,0.11,0.14,NA,NA,NA,18.3,21.7,28.6,4.6,6.5,13.4,30,36,41,0.5,0.9,2.2,18,21,31,3,6,13,0,0,1,0.24,0.24,0,0,15,0,0,0,0,0,0,0,0,2,5,7.6,14.6,NA,NA,NA,4.4,7.5,53.6,6.6,7.4,8.2,6.3,7.1,7.9,NA,NA,NA,NA,NA,NA,0,0.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482121,51069360
Ap,NA,A,NA,NA,0,0,0,25,28,36,NA,28,NA,0,0,0,0,0,0,100,100,100,96,100,100,92,99,100,88,96,100,0,5,10,0,0.1,0.3,0,0.3,0.7,0,1,3,0,1.6,5,0,2,5,63,72,80,NA,29,NA,NA,43,NA,20,23,27,0,0,0,3.5,4.5,5.5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,1.32,1.42,1.45,NA,4.23,9.17,14.11,0.19,0.22,0.25,NA,NA,NA,28.9,31.3,33.2,14.3,17.3,20.4,41,46,49,2.4,3.1,3.8,38,43,49,13,15,18,12,17,22,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,17.4,20,23.2,NA,NA,NA,13.4,17.1,23.1,5.1,5.8,7.3,4.8,5.5,7,NA,NA,NA,NA,NA,NA,3.1,7.8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482122,51069361
Eg,NA,E,NA,NA,25,28,36,35,38,61,NA,10,NA,0,0,0,0,0,0,100,100,100,96,100,100,93,99,100,88,96,100,0,5,10,0,0.1,0.3,0,0.3,0.7,0,1,3,0,1.6,5,0,2,5,65,75,82,NA,30,NA,NA,45,NA,18,20,25,0,0,0,0.2,0.8,1.2,NA,NA,NA,1.35,1.45,1.55,NA,NA,NA,1.46,1.56,1.6,NA,1.41,2.82,4.23,0.17,0.2,0.23,NA,NA,NA,25.8,28,30.5,10.5,12.7,16.1,38,42,46,1.8,2.4,3.3,29,32,38,12,13,17,9,12,18,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,2,14.2,16.4,20.4,NA,NA,NA,11.2,14.7,20.3,5.1,6,7.3,4.8,5.7,7,NA,NA,NA,NA,NA,NA,1.6,5.6,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482122,51069362
Btg1,NA,B,NA,1,35,38,61,76,104,137,NA,66,NA,0,0,0,0,0,0,100,100,100,96,100,100,91,99,100,86,96,100,0,5,10,0,0.1,0.3,0,0.3,0.7,0,1,3,0,1.6,5,0,2,5,55,65,78,NA,26,NA,NA,39,NA,22,30,35,0,0,0,0.2,0.8,1.2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.48,1.58,1.63,NA,0.42,0.92,1.41,0.14,0.17,0.2,NA,NA,NA,27.4,31.6,33.5,12.3,17.8,21,40,44,48,2.6,4.2,5.3,32,41,47,15,21,25,11,21,28,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,2,17,23.7,27.7,NA,NA,NA,14.3,20.9,26.7,5.1,6,7.3,4.8,5.7,7,NA,NA,NA,NA,NA,NA,1.9,6.4,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482122,51069363
2Btg2,2,B,NA,2,76,104,137,102,124,165,NA,20,NA,0,0,0,0,0,0,95,98,100,87,95,100,68,84,100,41,53,75,10,49,55,0,2.5,3,0,4.5,7,3,16,20,5,16.5,25,1,9.5,15,15,27,72,NA,12,NA,NA,15,NA,18,24,30,0,0,1,0.2,0.3,0.5,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.54,1.64,1.69,NA,4.23,9.17,14.11,0.1,0.14,0.18,NA,NA,NA,19.4,23.2,26.6,10.7,15.1,19.6,34,40,45,1.7,2.9,4,28,35,41,11,16,21,1,5,14,0.28,0.28,0,0,5,0,0,0,0,0,0,0,0,2,14.2,18.7,22.6,NA,NA,NA,12,17.5,61.6,5.6,6,7.8,5.3,5.7,7.5,NA,NA,NA,NA,NA,NA,0.2,5.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482122,51069364
2Cg,2,C,NA,NA,102,124,165,152,152,200,NA,28,NA,0,0,0,0,0,0,92,97,99,80,89,95,58,76,95,27,42,69,15,58,75,0,4,7,0,6,12,5,18,30,5,20,35,3,10,20,0,25,73,NA,12,NA,NA,13,NA,8,17,30,0,0,2,0,0.1,0.4,NA,NA,NA,1.5,1.6,1.7,NA,NA,NA,1.58,1.68,1.8,NA,4.23,23.29,42.34,0.07,0.1,0.14,NA,NA,NA,12.9,19.5,26.4,4.7,10.8,20.1,30,35,40,0.5,1.6,3.8,18,27,40,3,11,21,0,0,5,0.28,0.28,0,0,20,0,0,0,0,0,0,0,0,2,6.2,13.1,21.7,NA,NA,NA,5.1,13,60.7,6.1,6.6,8.4,5.8,6.3,8.1,NA,NA,NA,NA,NA,NA,0,3.3,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482122,51069365
Ap,NA,A,NA,NA,0,0,0,25,36,61,NA,36,NA,0,0,0,0,0,0,100,100,100,96,100,100,91,99,100,84,93,99,0,8,15,0,0.1,1,0,0.7,2,0,1.9,5,0,3.4,8,0,1.9,5,50,61,73,NA,23,NA,NA,38,NA,27,31,35,0,0,0,3.5,5.5,7,NA,NA,NA,1.2,1.3,1.42,NA,NA,NA,1.32,1.42,1.46,NA,4.23,9.17,14.11,0.15,0.18,0.21,NA,NA,NA,27,34.3,36.1,17.7,22.4,26,40,45,49,2.4,3.1,3.9,44,51,58,18,21,24,16,23,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,2,20,30,37,NA,NA,NA,15.5,28.3,40,5.6,6.7,7.4,5.3,6.4,7.1,NA,NA,NA,NA,NA,NA,3.1,6.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482123,51069366
Btg,NA,B,NA,NA,25,36,61,102,104,152,NA,68,NA,0,0,0,0,0,0,100,100,100,96,100,100,89,98,100,82,93,100,0,8,15,0,0.2,1,0,0.9,2,0,1.8,5,0,3.3,8,0,1.8,5,50,61,78,NA,24,NA,NA,37,NA,22,31,35,0,0,0,0.5,1.2,2.7,NA,NA,NA,1.2,1.33,1.5,NA,NA,NA,1.39,1.52,1.6,NA,4.23,9.17,14.11,0.14,0.17,0.2,NA,NA,NA,25.5,31.7,33.9,12.1,17.9,21.7,39,47,51,2.7,4.5,5.5,33,43,50,15,22,25,11,21,29,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,2,18,25,29.5,NA,NA,NA,15.5,24.1,30,5.6,6.7,7.4,5.3,6.4,7.1,NA,NA,NA,NA,NA,NA,1.6,4.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482123,51069367
2Btg,2,B,NA,NA,102,104,152,112,119,165,NA,15,NA,0,0,0,0,0,1,95,98,100,89,95,100,74,89,100,49,67,87,15,35,55,0,0.4,3,0,3,5,3,8,20,5,14,25,1,9.6,20,12,41,70,NA,14,NA,NA,27,NA,15,24,33,0,0,1,0.2,0.3,0.5,NA,NA,NA,1.3,1.43,1.59,NA,NA,NA,1.44,1.57,1.7,NA,4.23,9.17,14.11,0.11,0.14,0.17,NA,NA,NA,23,28.4,32.6,8.2,13.8,19.5,35,42,48,1.2,3,4.7,25,35,44,9,16,23,1,8,20,0.37,0.37,0,0,10,0,0,0,0,0,0,0,0,2,10,19.5,25.5,NA,NA,NA,7.4,19.4,64.5,6.1,7.2,8,5.8,6.9,7.7,NA,NA,NA,NA,NA,NA,0,2.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482123,51069368
