comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
85,90,100,Cisne,Series,Yes,,,0,0.5,2,NA,92,NA,Negligible,3,56,5,Class 1,Crop cover,Row crop,Farmable under natural conditions,Yes,Poorly drained,110,169,255,0,170,360,ground moraines on till plains,NA,0.23,NA,11.5,13,14,965,975,1075,NA,NA,NA,175,185,195,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,High,0,0,0,0,0,0,C/D,Moderate,High,"Fine, smectitic, mesic Mollic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Mollic Albaqualfs,fine,not used,not used,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,173384,17484894
0,10,15,Huey,Series,No ,,,0,0.5,2,NA,92,NA,Negligible,2,56,5,None - deposition,Crop cover,Row crop,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,110,191,255,0,170,360,depressions on till plains,NA,0.3,NA,11.5,13,14,900,990,1075,NA,NA,NA,175,185,195,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,High,0,0,0,0,0,0,D,High,High,"Fine-silty, mixed, superactive, mesic Typic Natraqualfs",Alfisols,Aqualfs,Natraqualfs,Typic Natraqualfs,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,173384,17484895
