texcl,lieutex,chtgkey,chtkey
Loam,NA,102071634,103824607
Clay loam,NA,102071635,103824313
Silty clay loam,NA,102071636,103824608
Silt loam,NA,102071637,103824168
Clay loam,NA,102071638,103824606
Loam,NA,102071639,103824165
Silty clay loam,NA,102071640,103824166
Silt loam,NA,102071641,103824167
Silt loam,NA,102071642,103824314
Silt loam,NA,102071643,103824311
Silty clay loam,NA,102071644,103824605
Silty clay,NA,102071645,103824312
